"","year","region","pctPoverty","medianIncome"
"14",2004,1001,11.6,45379
"39",2004,1003,10,42227
"64",2004,1005,23.9,26495
"89",2004,1007,17.1,34055
"114",2004,1009,12.4,38643
"139",2004,1011,30.3,20485
"164",2004,1013,21,27244
"189",2004,1015,16.9,34813
"214",2004,1017,17.2,30573
"239",2004,1019,16.1,33564
"264",2004,1021,14.8,35507
"289",2004,1023,20.2,27690
"314",2004,1025,20.9,28776
"339",2004,1027,13.9,31194
"364",2004,1029,14.7,34128
"389",2004,1031,14.2,37066
"414",2004,1033,14.7,34575
"439",2004,1035,23.1,24334
"464",2004,1037,14,30173
"489",2004,1039,18.7,29237
"514",2004,1041,18.6,28909
"539",2004,1043,13.8,35150
"564",2004,1045,16.7,34065
"589",2004,1047,27.4,24949
"614",2004,1049,15.8,32286
"639",2004,1051,12.5,43645
"664",2004,1053,20.1,29330
"689",2004,1055,16.1,32727
"714",2004,1057,17.4,30595
"739",2004,1059,17.8,29234
"764",2004,1061,18.1,28787
"789",2004,1063,26.5,22439
"814",2004,1065,22,26841
"839",2004,1067,17.1,32441
"864",2004,1069,15.8,36616
"889",2004,1071,15.3,33733
"914",2004,1073,15.4,38520
"939",2004,1075,16.8,29337
"964",2004,1077,16.2,35166
"989",2004,1079,14.7,34998
"1014",2004,1081,16,34660
"1039",2004,1083,12.7,41830
"1064",2004,1085,25.5,24967
"1089",2004,1087,28.3,23378
"1114",2004,1089,11.7,49441
"1139",2004,1091,21.3,29138
"1164",2004,1093,17.9,28781
"1189",2004,1095,15.8,34855
"1214",2004,1097,20,33191
"1239",2004,1099,18.5,30228
"1264",2004,1101,19.4,35680
"1289",2004,1103,14,40978
"1314",2004,1105,30.4,21640
"1339",2004,1107,20.8,27737
"1364",2004,1109,21.4,28077
"1389",2004,1111,16.1,30973
"1414",2004,1113,19.4,29680
"1439",2004,1115,13.1,41086
"1464",2004,1117,7,61972
"1489",2004,1119,28.3,21189
"1514",2004,1121,17.8,34418
"1539",2004,1123,17.1,31464
"1564",2004,1125,17.2,36598
"1589",2004,1127,16.2,32634
"1614",2004,1129,18.1,32147
"1639",2004,1131,30.4,19682
"1664",2004,1133,17.2,28764
"1689",2004,2013,12.7,39828
"1714",2004,2016,7.4,50670
"1739",2004,2020,8.9,56604
"1764",2004,2050,20.7,36057
"1789",2004,2060,7.6,57963
"1814",2004,2068,6,55983
"1838",2004,2070,17.6,40449
"1863",2004,2090,8,53085
"1888",2004,2100,10.7,40150
"1923",2004,2110,7.5,60195
