"","year","region","pctPoverty","medianIncome"
"7",2011,1001,14.9,48863
"32",2011,1003,13.4,50144
"57",2011,1005,29.5,30117
"82",2011,1007,22.2,37347
"107",2011,1009,14.9,41940
"132",2011,1011,32.8,26038
"157",2011,1013,24.1,30489
"182",2011,1015,20.9,39060
"207",2011,1017,23.7,33500
"232",2011,1019,23.8,34738
"257",2011,1021,18.3,38833
"282",2011,1023,27.3,32940
"307",2011,1025,26.3,32642
"332",2011,1027,18.7,32454
"357",2011,1029,17.2,39153
"382",2011,1031,16.9,42173
"407",2011,1033,18.7,37269
"432",2011,1035,27.9,26914
"457",2011,1037,25.5,34391
"482",2011,1039,24.2,32138
"507",2011,1041,18.2,34534
"532",2011,1043,18.2,39395
"557",2011,1045,18.8,41568
"582",2011,1047,35.7,25859
"607",2011,1049,20.3,35487
"632",2011,1051,13.8,54866
"657",2011,1053,25.5,32838
"682",2011,1055,21,34927
"707",2011,1057,22.5,32648
"732",2011,1059,19.9,33705
"757",2011,1061,24.4,33835
"782",2011,1063,35.1,24738
"807",2011,1065,28.5,31044
"832",2011,1067,18.7,39788
"857",2011,1069,17.5,40428
"882",2011,1071,17.9,36746
"907",2011,1073,18.7,42053
"932",2011,1075,22.1,34731
"957",2011,1077,16.4,40195
"982",2011,1079,18,38132
"1007",2011,1081,21.4,42539
"1032",2011,1083,13.9,46760
"1057",2011,1085,27.1,28043
"1082",2011,1087,30.9,27591
"1107",2011,1089,13.8,55298
"1132",2011,1091,24.6,31995
"1157",2011,1093,25.6,30926
"1182",2011,1095,19.1,38876
"1207",2011,1097,19.7,41867
"1232",2011,1099,28.7,31072
"1257",2011,1101,23.2,42962
"1282",2011,1103,16.8,43615
"1307",2011,1105,33,22175
"1332",2011,1107,26.5,31079
"1357",2011,1109,25.6,32345
"1382",2011,1111,22.1,34517
"1407",2011,1113,20.1,32632
"1432",2011,1115,17.3,48040
"1457",2011,1117,8.1,66362
"1482",2011,1119,39.1,23531
"1507",2011,1121,26.2,33856
"1532",2011,1123,18.8,37686
"1557",2011,1125,20.2,42086
"1582",2011,1127,22.1,35423
"1607",2011,1129,18.9,39203
"1632",2011,1131,39.9,20990
"1657",2011,1133,19.8,31018
"1682",2011,2013,17.8,51289
"1707",2011,2016,10.1,59362
"1732",2011,2020,8.5,71237
"1757",2011,2050,23.5,43314
"1782",2011,2060,9.1,61905
"1807",2011,2068,5.8,68899
"1831",2011,2070,21.3,46427
"1856",2011,2090,9.5,64396
"1881",2011,2100,11.2,51350
"1906",2011,2105,18.5,40896
"1916",2011,2110,7.5,74219
"1941",2011,2122,10.6,60360
"1966",2011,2130,11.6,59092
"1991",2011,2150,9.6,66935
"2019",2011,2164,16.4,47612
"2044",2011,2170,11.6,68999
"2069",2011,2180,26.4,44766
"2094",2011,2185,11.5,73744
"2119",2011,2188,23.9,54680
"2144",2011,2195,10.6,54434
"2153",2011,2198,17.1,42649
"2178",2011,2220,8.4,61956
"2203",2011,2230,4.6,61025
"2228",2011,2240,13.9,55617
"2253",2011,2261,9.3,63887
"2275",2011,2270,33.6,33206
"2300",2011,2275,12.3,43120
"2325",2011,2282,12.8,47575
"2349",2011,2290,22.1,33578
"2374",2011,4001,36.5,30837
"2399",2011,4003,19.6,41237
"2424",2011,4005,21.6,45051
"2449",2011,4007,25.7,35898
"2474",2011,4009,26,40548
"2499",2011,4011,13.9,51145
"2524",2011,4012,24.2,30679
"2549",2011,4013,17.4,50785
"2574",2011,4015,21.7,35998
"2599",2011,4017,32.4,32425
"2624",2011,4019,20.4,44102
"2649",2011,4021,17.4,45170
"2674",2011,4023,26.2,35500
"2699",2011,4025,18.4,41437
"2724",2011,4027,22.3,37894
"2749",2011,5001,18.5,37922
"2774",2011,5003,19.8,37170
"2799",2011,5005,16.8,33312
"2824",2011,5007,12.1,52644
"2849",2011,5009,16.9,38411
"2874",2011,5011,24.4,31118
"2899",2011,5013,16.5,35464
"2924",2011,5015,18.7,33579
"2949",2011,5017,33.4,27966
"2974",2011,5019,23.1,34478
"2999",2011,5021,20.1,32564
"3024",2011,5023,16.2,42265
"3049",2011,5025,16.7,41864
"3074",2011,5027,26.4,33533
"3099",2011,5029,23,37830
"3124",2011,5031,20.6,39410
"3149",2011,5033,18,37552
"3174",2011,5035,26.6,34905
