"","year","region","pctPoverty","medianIncome"
"8",2010,1001,11.9,53049
"33",2010,1003,13.3,47618
"58",2010,1005,25.3,33074
"83",2010,1007,20.9,35472
"108",2010,1009,16.5,42906
"133",2010,1011,31.1,25969
"158",2010,1013,28.1,29500
"183",2010,1015,23.5,37916
"208",2010,1017,28.5,30061
"233",2010,1019,21.2,34410
"258",2010,1021,20.4,38553
"283",2010,1023,20.7,32003
"308",2010,1025,24.9,33739
"333",2010,1027,20.6,33035
"358",2010,1029,17.8,37566
"383",2010,1031,20.1,40779
"408",2010,1033,19.2,37455
"433",2010,1035,25.7,27855
"458",2010,1037,18.6,33721
"483",2010,1039,20.9,33484
"508",2010,1041,20.3,35577
"533",2010,1043,19.2,37948
"558",2010,1045,17.8,41287
"583",2010,1047,35.6,26195
"608",2010,1049,20.8,34822
"633",2010,1051,12.5,51013
"658",2010,1053,26.1,31365
"683",2010,1055,19,36088
"708",2010,1057,27.3,32643
"733",2010,1059,21.6,33649
"758",2010,1061,20.3,34418
"783",2010,1063,31,27117
"808",2010,1065,24.8,31790
"833",2010,1067,18.1,37851
"858",2010,1069,17.9,39290
"883",2010,1071,19.9,36158
"908",2010,1073,18.6,41740
"933",2010,1075,21.5,32993
"958",2010,1077,17.6,39213
"983",2010,1079,18.1,37365
"1008",2010,1081,21.3,40102
"1033",2010,1083,14.1,49667
"1058",2010,1085,30.7,28754
"1083",2010,1087,31.2,27041
"1108",2010,1089,12.7,54633
"1133",2010,1091,23.6,33085
"1158",2010,1093,20.9,32080
"1183",2010,1095,19.4,38859
"1208",2010,1097,20.5,39753
"1233",2010,1099,28.4,31744
"1258",2010,1101,21.3,41556
"1283",2010,1103,14.1,44859
"1308",2010,1105,39.5,24742
"1333",2010,1107,24.4,31032
"1358",2010,1109,30,32771
"1383",2010,1111,24.8,32584
"1408",2010,1113,24.1,32733
"1433",2010,1115,13,48296
"1458",2010,1117,9.8,67135
"1483",2010,1119,31.3,25586
"1508",2010,1121,22.7,35646
"1533",2010,1123,18.3,34440
"1558",2010,1125,18,43098
"1583",2010,1127,23.2,36044
"1608",2010,1129,19.6,37639
"1633",2010,1131,39.6,21611
"1658",2010,1133,20.3,32574
"1683",2010,2013,16.8,47077
"1708",2010,2016,9,58517
"1733",2010,2020,9.6,70524
"1758",2010,2050,22.6,45481
"1783",2010,2060,8.8,62912
"1808",2010,2068,5.6,61004
"1832",2010,2070,20.6,46845
"1857",2010,2090,9.4,60472
"1882",2010,2100,12.1,46111
"1907",2010,2105,19.4,38122
