"","year","region","pctPoverty","medianIncome"
"5",2013,1001,13.5,51868
"30",2013,1003,14.2,47539
"55",2013,1005,28.2,30981
"80",2013,1007,23.1,39781
"105",2013,1009,17.2,44392
"130",2013,1011,35.2,25937
"155",2013,1013,28.8,31041
"180",2013,1015,21.4,37898
"205",2013,1017,22.5,33883
"230",2013,1019,20.1,37478
"255",2013,1021,20.3,41348
"280",2013,1023,22.4,33581
"305",2013,1025,25.4,34593
"330",2013,1027,19.6,33344
"355",2013,1029,18.9,40407
"380",2013,1031,18.5,44666
"405",2013,1033,16.3,40032
"430",2013,1035,30.5,27196
"455",2013,1037,19.9,35175
"480",2013,1039,19.2,35187
"505",2013,1041,22.2,34105
"530",2013,1043,16.4,40142
"555",2013,1045,20.1,41805
"580",2013,1047,31.3,27524
"605",2013,1049,20,36713
"630",2013,1051,13.4,51650
"655",2013,1053,27.8,33455
"680",2013,1055,19.6,38587
"705",2013,1057,20.7,35661
"730",2013,1059,23.1,33332
"755",2013,1061,23.6,35378
"780",2013,1063,35,25864
"805",2013,1065,25.7,33597
"830",2013,1067,18.2,41590
"855",2013,1069,18.1,39636
"880",2013,1071,16.9,37204
"905",2013,1073,18.9,45024
"930",2013,1075,23,36475
"955",2013,1077,17.1,43586
"980",2013,1079,17.4,40713
"1005",2013,1081,19.8,44647
"1030",2013,1083,15.9,50148
"1055",2013,1085,37,29734
"1080",2013,1087,33.8,29228
"1105",2013,1089,13.9,58258
"1130",2013,1091,31.5,33749
"1155",2013,1093,20.8,34162
"1180",2013,1095,18.1,38399
"1205",2013,1097,20.3,42278
"1230",2013,1099,29.7,32696
"1255",2013,1101,22.1,44013
"1280",2013,1103,17.4,44079
"1305",2013,1105,36.4,25461
"1330",2013,1107,23.8,32314
"1355",2013,1109,25.3,35944
"1380",2013,1111,23.4,35121
"1405",2013,1113,23.9,35762
"1430",2013,1115,14,52437
"1455",2013,1117,8.3,68718
"1480",2013,1119,38,24504
"1505",2013,1121,19.8,38505
"1530",2013,1123,22.2,37747
"1555",2013,1125,17.2,45959
"1580",2013,1127,22,37193
"1605",2013,1129,19.7,41115
"1630",2013,1131,32.4,23184
"1655",2013,1133,21.9,33578
"1680",2013,2013,15.2,56856
"1705",2013,2016,8.1,74088
"1730",2013,2020,7.7,76362
"1755",2013,2050,25.1,42876
"1780",2013,2060,9.5,65283
"1805",2013,2068,5.4,68103
"1829",2013,2070,20.9,47930
"1854",2013,2090,8.8,67204
"1879",2013,2100,11.4,55295
"1904",2013,2105,19.2,42276
"1914",2013,2110,7.5,83642
"1939",2013,2122,10.1,61629
"1964",2013,2130,10.3,62619
"1989",2013,2150,8.5,64782
"2017",2013,2164,17.3,43936
"2042",2013,2170,9.4,72371
"2067",2013,2180,26.3,46471
"2092",2013,2185,13.3,74174
"2117",2013,2188,23.3,54600
"2142",2013,2195,10.7,58176
"2151",2013,2198,17.4,48175
"2176",2013,2220,9.8,66038
"2201",2013,2230,4.2,63930
"2226",2013,2240,16.1,54922
"2251",2013,2261,9.2,63541
"2273",2013,2270,34.7,31274
"2298",2013,2275,13.9,49039
"2323",2013,2282,16.7,56365
"2347",2013,2290,24.4,35114
"2372",2013,4001,38.7,30252
"2397",2013,4003,18.8,45294
"2422",2013,4005,23.2,48732
"2447",2013,4007,22.6,39868
"2472",2013,4009,21.6,43497
"2497",2013,4011,11.6,54673
"2522",2013,4012,23.2,33994
"2547",2013,4013,17.6,52066
"2572",2013,4015,21.3,38560
"2597",2013,4017,31.8,37182
"2622",2013,4019,19.3,43926
"2647",2013,4021,16.7,49887
"2672",2013,4023,22.7,35753
"2697",2013,4025,16.4,40486
"2722",2013,4027,19.2,40498
"2747",2013,5001,19.8,38497
"2772",2013,5003,21.9,36479
"2797",2013,5005,15.6,36082
"2822",2013,5007,11.7,56518
"2847",2013,5009,17.2,38410
"2872",2013,5011,27,31733
"2897",2013,5013,18.9,37497
"2922",2013,5015,22.2,34109
"2947",2013,5017,32.4,28006
"2972",2013,5019,22.7,36517
"2997",2013,5021,20,33488
"3022",2013,5023,16.3,41612
"3047",2013,5025,17,42414
"3072",2013,5027,23.2,36927
"3097",2013,5029,21.1,38145
"3122",2013,5031,20,41608
"3147",2013,5033,19.2,39384
"3172",2013,5035,23.6,37726
"3197",2013,5037,20.6,35438
"3222",2013,5039,21.4,32591
"3247",2013,5041,34,30241
"3272",2013,5043,24.8,35249
"3297",2013,5045,14.9,49936
"3322",2013,5047,20.7,38874
"3347",2013,5049,22.9,33439
"3372",2013,5051,22.1,39057
"3397",2013,5053,14.2,47089
"3422",2013,5055,17.7,40840
"3447",2013,5057,22.9,33715
"3472",2013,5059,18.5,39927
"3497",2013,5061,21.5,32740
"3522",2013,5063,18.4,37761
"3547",2013,5065,20.8,33308
"3572",2013,5067,27.5,32923
"3597",2013,5069,25.8,36169
"3622",2013,5071,23.4,33634
"3647",2013,5073,26,30642
"3672",2013,5075,20.4,34740
"3697",2013,5077,41.1,27068
"3722",2013,5079,27.6,36062
"3747",2013,5081,19.3,36310
"3772",2013,5083,18.7,34090
"3797",2013,5085,12.6,55648
"3822",2013,5087,20.2,36358
"3847",2013,5089,19,34217
"3872",2013,5091,21.4,40005
"3897",2013,5093,25.6,34285
"3922",2013,5095,28.7,29870
"3947",2013,5097,22.4,31763
"3972",2013,5099,21.1,33341
"3997",2013,5101,23.5,31824
"4022",2013,5103,27.5,35006
"4047",2013,5105,17.5,42328
"4072",2013,5107,36.6,25894
"4097",2013,5109,21.9,35592
"4122",2013,5111,24.7,34113
"4147",2013,5113,24.4,31818
"4172",2013,5115,20,39704
"4197",2013,5117,19.6,38921
"4222",2013,5119,17.3,46526
"4247",2013,5121,22.6,33148
"4272",2013,5123,37.3,29011
"4297",2013,5125,10.3,54921
"4322",2013,5127,21.2,32404
"4347",2013,5129,25.9,27299
"4372",2013,5131,22.1,41685
"4397",2013,5133,22.2,33698
"4422",2013,5135,22.8,31224
"4447",2013,5137,26.2,27522
"4472",2013,5139,21,38132
"4497",2013,5141,18.9,35111
"4522",2013,5143,20.9,43302
"4547",2013,5145,17.2,43363
"4572",2013,5147,28,29159
"4597",2013,5149,19.7,34679
"4622",2013,6001,13,72128
"4647",2013,6003,19.7,49392
"4672",2013,6005,14.3,52357
"4697",2013,6007,21.4,42395
"4722",2013,6009,15,52598
"4747",2013,6011,13,48897
"4772",2013,6013,10.8,78909
"4797",2013,6015,23.7,38663
"4822",2013,6017,11.4,63002
"4847",2013,6019,28.6,43741
"4872",2013,6021,19.1,42129
"4897",2013,6023,21.5,40882
"4922",2013,6025,22.7,40106
"4947",2013,6027,15.7,45784
"4972",2013,6029,22.7,46688
"4997",2013,6031,21.8,45794
"5022",2013,6033,23.3,36973
"5047",2013,6035,19.1,50487
"5072",2013,6037,19,54443
"5097",2013,6039,23.4,41223
"5122",2013,6041,8.7,94347
"5147",2013,6043,16.4,45251
"5172",2013,6045,20.9,42001
"5197",2013,6047,24.8,41003
"5222",2013,6049,20,37055
"5247",2013,6051,11.8,55107
"5272",2013,6053,17.5,55411
"5297",2013,6055,9.7,68619
"5322",2013,6057,12.8,55246
"5347",2013,6059,13.5,73827
"5372",2013,6061,8.3,73643
"5397",2013,6063,15.7,47645
"5422",2013,6065,17.4,53909
"5447",2013,6067,18.9,52980
"5472",2013,6069,12.7,66780
"5497",2013,6071,19.2,52112
"5522",2013,6073,15.3,61365
"5547",2013,6075,13.8,76933
"5572",2013,6077,19.8,51219
"5597",2013,6079,15,57743
"5622",2013,6081,8,91061
"5647",2013,6083,16.2,60803
"5672",2013,6085,10.5,91843
"5697",2013,6087,14.9,65282
"5722",2013,6089,19.7,41236
"5747",2013,6091,14.5,46449
"5772",2013,6093,20.4,37108
"5797",2013,6095,12.9,63398
"5822",2013,6097,12.4,61020
"5847",2013,6099,21.8,47808
"5872",2013,6101,17.2,47903
"5897",2013,6103,17.9,43459
"5922",2013,6105,22.1,35708
"5947",2013,6107,29.6,39657
"5972",2013,6109,14.6,50774
"5997",2013,6111,12,76513
"6022",2013,6113,17.8,55011
"6047",2013,6115,20.6,41824
"6072",2013,8001,13.2,54876
"6097",2013,8003,25.6,37484
"6122",2013,8005,12.3,61092
"6147",2013,8007,15.1,44417
"6172",2013,8009,19.1,35787
"6197",2013,8011,33,34440
"6222",2013,8013,13.5,71405
"6247",2013,8014,6.4,79117
"6264",2013,8015,13,48012
"6289",2013,8017,13.1,50379
"6314",2013,8019,9.1,63489
"6339",2013,8021,22.9,34923
"6364",2013,8023,26,28233
"6389",2013,8025,43.2,31477
"6414",2013,8027,14.4,47268
"6439",2013,8029,15.1,41730
"6464",2013,8031,18.7,51156
"6489",2013,8033,14,42416
"6514",2013,8035,3.6,105192
"6539",2013,8037,9.5,78517
"6564",2013,8039,6.7,80972
"6589",2013,8041,11.4,57072
"6614",2013,8043,19.7,41412
"6639",2013,8045,12.4,57364
"6664",2013,8047,8.1,64962
"6689",2013,8049,11,57312
"6714",2013,8051,13.7,48391
"6739",2013,8053,10.6,52188
"6764",2013,8055,22.8,32418
"6789",2013,8057,15.7,43549
"6814",2013,8059,9.1,68161
"6839",2013,8061,12.9,42378
"6864",2013,8063,15.1,39633
"6889",2013,8065,14.7,47547
"6914",2013,8067,12.4,58675
"6939",2013,8069,13.8,59337
"6964",2013,8071,18,38547
"6989",2013,8073,19.1,41510
"7014",2013,8075,16.9,43561
"7039",2013,8077,15.4,48108
"7064",2013,8079,9.9,50286
"7089",2013,8081,11.5,58890
"7114",2013,8083,19.1,43655
"7139",2013,8085,15.1,43946
"7164",2013,8087,13.5,46332
"7189",2013,8089,22.5,36811
"7214",2013,8091,9.8,58137
"7239",2013,8093,10.3,57510
"7264",2013,8095,12.4,46805
"7289",2013,8097,7.3,71012
"7314",2013,8099,21.7,38830
"7339",2013,8101,20.1,41352
"7364",2013,8103,10.7,59364
"7389",2013,8105,17.9,39834
"7414",2013,8107,8.9,63763
"7439",2013,8109,29.4,35310
"7464",2013,8111,15.7,41683
"7489",2013,8113,11.9,53674
"7514",2013,8115,14.5,39980
"7539",2013,8117,9.3,63236
"7564",2013,8119,8.4,62725
"7589",2013,8121,14,45572
"7614",2013,8123,13.2,58404
"7639",2013,8125,13,45487
"7664",2013,9001,9.6,81816
"7689",2013,9003,12.1,63491
"7714",2013,9005,7.2,70519
"7739",2013,9007,7.3,75335
"7764",2013,9009,12.8,58672
"7789",2013,9011,9.4,62638
"7814",2013,9013,6.4,73660
"7839",2013,9015,13,55948
"7864",2013,10001,13.5,53811
"7889",2013,10003,11.9,63033
"7914",2013,10005,14.8,50207
"7939",2013,11001,18.8,66326
"7964",2013,12001,25.7,39614
"7989",2013,12003,18.8,46505
"8014",2013,12005,18,45249
"8039",2013,12007,21.8,40668
"8064",2013,12009,15,46677
"8089",2013,12011,15.2,50343
"8114",2013,12013,23.8,33977
"8139",2013,12015,14.4,43611
"8164",2013,12017,17.3,39285
"8189",2013,12019,9.9,57991
"8214",2013,12021,13.4,55584
"8239",2013,12023,18.8,41722
"8268",2013,12027,33.9,33198
"8293",2013,12029,27.1,31649
"8318",2013,12031,17.1,47876
"8343",2013,12033,17.6,42742
"8368",2013,12035,14.5,47872
"8393",2013,12037,25.9,33471
"8418",2013,12039,25.3,34348
"8443",2013,12041,21.9,39854
"8468",2013,12043,24.1,39003
"8493",2013,12045,22.4,38880
"8518",2013,12047,29.2,33836
"8543",2013,12049,28.8,34884
"8568",2013,12051,25.1,37085
"8593",2013,12053,15.6,39280
"8618",2013,12055,20.1,34054
"8643",2013,12057,16.8,49510
"8668",2013,12059,27.5,33220
"8693",2013,12061,14.1,44326
"8718",2013,12063,26.3,36332
"8743",2013,12065,19.6,39494
"8768",2013,12067,25.2,37120
"8793",2013,12069,14.5,44244
"8818",2013,12071,16.3,46605
"8843",2013,12073,21.7,46975
"8868",2013,12075,23.6,33193
"8893",2013,12077,27.7,36561
"8918",2013,12079,28.9,30391
"8943",2013,12081,16,48066
"8968",2013,12083,19.6,38783
"8993",2013,12085,13.5,51159
"9018",2013,12086,21,41840
"9039",2013,12087,16.8,50380
"9064",2013,12089,13.4,56987
"9089",2013,12091,13.4,54265
"9114",2013,12093,25.7,35954
"9139",2013,12095,18.2,46675
"9164",2013,12097,20.7,41592
"9189",2013,12099,15,51768
"9214",2013,12101,13.5,45454
"9239",2013,12103,15.1,43773
"9264",2013,12105,19.3,42447
"9289",2013,12107,26.9,32852
"9314",2013,12109,9.6,66312
"9339",2013,12111,19,42825
"9364",2013,12113,13.8,54876
"9389",2013,12115,13,48717
"9414",2013,12117,12.9,55195
"9439",2013,12119,12,52670
"9464",2013,12121,24.6,35666
"9489",2013,12123,23.9,38370
"9514",2013,12125,23.8,40841
"9539",2013,12127,16.6,40908
"9564",2013,12129,15.9,47430
"9589",2013,12131,19.3,45357
"9614",2013,12133,23.4,35671
"9639",2013,13001,28.6,36915
"9664",2013,13003,26,30883
"9689",2013,13005,22.8,33781
"9714",2013,13007,27.7,37135
"9739",2013,13009,31.8,35815
"9764",2013,13011,17.4,42495
"9789",2013,13013,14.4,54668
"9814",2013,13015,19.1,46330
"9839",2013,13017,31.9,30090
"9864",2013,13019,24,37903
"9889",2013,13021,29.2,36816
"9914",2013,13023,22,40369
"9939",2013,13025,22.5,36758
"9964",2013,13027,25.4,34367
"9989",2013,13029,10.1,66066
"10014",2013,13031,30.6,36484
"10039",2013,13033,32,32675
"10064",2013,13035,22,43330
"10089",2013,13037,39.1,30727
"10114",2013,13039,15.6,49098
"10139",2013,13043,29.1,31427
"10164",2013,13045,17.9,45493
"10189",2013,13047,16,50847
"10214",2013,13049,31.2,35165
"10239",2013,13051,20.3,45254
"10264",2013,13053,20.5,46893
"10289",2013,13055,28.3,34440
"10314",2013,13057,11,67686
"10339",2013,13059,37.2,32864
"10364",2013,13061,35.5,27102
"10389",2013,13063,25.4,40606
