"","year","region","pctPoverty","medianIncome"
"13",2005,1001,10.4,45019
"38",2005,1003,11.4,42804
"63",2005,1005,22.4,29534
"88",2005,1007,16.6,34212
"113",2005,1009,11.4,40588
"138",2005,1011,38.2,21728
"163",2005,1013,23.1,28058
"188",2005,1015,16.9,35937
"213",2005,1017,16.2,31538
"238",2005,1019,16.2,33858
"263",2005,1021,16.1,36098
"288",2005,1023,24.4,27512
"313",2005,1025,20.9,29531
"338",2005,1027,15.8,33512
"363",2005,1029,15.5,34287
"388",2005,1031,15.1,37025
"413",2005,1033,15.7,35590
"438",2005,1035,27.7,24587
"463",2005,1037,18.7,31142
"488",2005,1039,18.4,30847
"513",2005,1041,23.5,29410
"538",2005,1043,14.7,36693
"563",2005,1045,16,36422
"588",2005,1047,34.9,24936
"613",2005,1049,19.4,31501
"638",2005,1051,13.1,45474
"663",2005,1053,22.2,30600
"688",2005,1055,15.8,32973
"713",2005,1057,17.9,31720
"738",2005,1059,19.5,29698
"763",2005,1061,20.3,29492
"788",2005,1063,33.9,22436
"813",2005,1065,30.4,27535
"838",2005,1067,17.6,33191
"863",2005,1069,14.9,37947
"888",2005,1071,18.8,32208
"913",2005,1073,15.7,41821
"938",2005,1075,17,30373
"963",2005,1077,18.5,33448
"988",2005,1079,16,37871
"1013",2005,1081,20.6,35320
"1038",2005,1083,13,40745
"1063",2005,1085,29.5,25590
"1088",2005,1087,32,23500
"1113",2005,1089,10.3,50522
"1138",2005,1091,25.2,29635
"1163",2005,1093,18.4,29800
"1188",2005,1095,18.7,34668
"1213",2005,1097,20,36143
"1238",2005,1099,22.3,30964
"1263",2005,1101,17.4,39749
"1288",2005,1103,14,41339
"1313",2005,1105,34.9,22109
"1338",2005,1107,23.3,28578
"1363",2005,1109,28.6,27581
"1388",2005,1111,19.2,32974
"1413",2005,1113,20,30155
"1438",2005,1115,13.2,45416
"1463",2005,1117,6.3,61563
"1488",2005,1119,36.6,21252
"1513",2005,1121,19.3,33986
"1538",2005,1123,18.2,32672
"1563",2005,1125,20.4,34459
"1588",2005,1127,15.6,33666
"1613",2005,1129,20.2,33001
"1638",2005,1131,37.8,19407
"1663",2005,1133,21.8,29320
"1688",2005,2013,16.8,47177
"1713",2005,2016,9.2,60138
"1738",2005,2020,9.2,61018
"1763",2005,2050,20,45504
"1788",2005,2060,9.1,58017
"1813",2005,2068,6.6,58019
"1837",2005,2070,22.7,43991
"1862",2005,2090,8.9,55408
"1887",2005,2100,11.9,41981
"1922",2005,2110,7.3,67614
"1947",2005,2122,11.2,48373
"1972",2005,2130,9.3,53152
"1997",2005,2150,8.6,54933
"2025",2005,2164,20.6,34806
"2050",2005,2170,11.3,57134
"2075",2005,2180,21.7,42623
"2100",2005,2185,12.7,62760
"2125",2005,2188,20.6,48280
"2159",2005,2201,15.6,39247
"2184",2005,2220,8.2,54499
"2210",2005,2232,12.9,42591
"2234",2005,2240,15.5,46292
"2259",2005,2261,10.6,52864
"2281",2005,2270,34,29213
"2306",2005,2280,9.9,48183
"2331",2005,2282,15.2,46505
"2355",2005,2290,26.1,30907
"2380",2005,4001,41.7,26308
"2405",2005,4003,16.9,36296
"2430",2005,4005,18,41446
"2455",2005,4007,19.9,33862
"2480",2005,4009,23.7,33558
"2505",2005,4011,12.8,43338
"2530",2005,4012,21.6,29015
"2555",2005,4013,12.6,48752
"2580",2005,4015,15.6,35320
"2605",2005,4017,28.8,31532
"2630",2005,4019,14.9,41484
"2655",2005,4021,15.7,41177
"2680",2005,4023,20.4,33491
"2705",2005,4025,12.8,40382
"2730",2005,4027,19.1,35739
"2755",2005,5001,17.6,34821
"2780",2005,5003,21,32800
"2805",2005,5005,14.3,31278
"2830",2005,5007,9.1,48162
"2855",2005,5009,15.9,33563
"2880",2005,5011,25.8,27543
"2905",2005,5013,18,31783
"2930",2005,5015,16.2,30789
"2955",2005,5017,36.2,23546
"2980",2005,5019,21.1,31437
"3005",2005,5021,19.9,28039
"3030",2005,5023,14.7,34240
"3055",2005,5025,15.5,36535
"3080",2005,5027,21.4,30337
"3105",2005,5029,18.4,33890
"3130",2005,5031,17.3,34109
"3155",2005,5033,17.3,35191
"3180",2005,5035,26.3,31414
"3205",2005,5037,19.5,31737
"3230",2005,5039,21.5,28631
"3255",2005,5041,31.2,25681
"3280",2005,5043,20.3,31165
"3305",2005,5045,13.2,42738
"3330",2005,5047,16.7,32978
"3355",2005,5049,17.6,28449
"3380",2005,5051,16.6,32722
"3405",2005,5053,11.3,41215
"3430",2005,5055,18.2,34549
"3455",2005,5057,21.5,30391
"3480",2005,5059,16.9,34210
"3505",2005,5061,17.6,30281
"3530",2005,5063,16.5,32671
"3555",2005,5065,18.5,27339
"3580",2005,5067,25.4,27454
"3605",2005,5069,21.2,32105
"3630",2005,5071,18.7,30545
"3655",2005,5073,25.7,26321
"3680",2005,5075,22.3,29534
"3705",2005,5077,39.4,22454
"3730",2005,5079,26.6,32186
"3755",2005,5081,17,33333
"3780",2005,5083,19.9,31588
"3805",2005,5085,11.5,45012
"3830",2005,5087,17.3,33660
"3855",2005,5089,20.1,28531
"3880",2005,5091,20.4,32408
"3905",2005,5093,24,29822
"3930",2005,5095,27.5,27334
"3955",2005,5097,18.5,31822
"3980",2005,5099,23.9,28594
"4005",2005,5101,23,27290
"4030",2005,5103,19.7,31401
"4055",2005,5105,15.5,38604
"4080",2005,5107,33.7,24141
"4105",2005,5109,17.4,31701
"4130",2005,5111,24.1,29121
"4155",2005,5113,20.3,28333
"4180",2005,5115,16.6,33089
"4205",2005,5117,18.6,32712
"4230",2005,5119,14.5,40629
"4255",2005,5121,17.8,30439
"4280",2005,5123,30,27732
"4305",2005,5125,9.3,48487
"4330",2005,5127,21.9,27641
"4355",2005,5129,21.8,23734
"4380",2005,5131,16,35765
"4405",2005,5133,19.6,33200
"4430",2005,5135,21.6,25875
"4455",2005,5137,22.7,25105
"4480",2005,5139,18.8,33146
"4505",2005,5141,18,28004
"4530",2005,5143,15.2,39788
"4555",2005,5145,16.6,36407
"4580",2005,5147,30,26789
"4605",2005,5149,17.2,31580
"4630",2005,6001,11.8,60937
"4655",2005,6003,16.6,45283
"4680",2005,6005,10,52078
"4705",2005,6007,19.2,36303
"4730",2005,6009,10.5,47639
"4755",2005,6011,14.2,39186
"4780",2005,6013,8.1,69463
"4805",2005,6015,22.5,32724
"4830",2005,6017,7.4,62199
"4855",2005,6019,20.8,41390
"4880",2005,6021,17.5,35707
"4905",2005,6023,16.5,33923
"4930",2005,6025,21.3,35085
"4955",2005,6027,11.6,39911
"4980",2005,6029,20.8,40146
"5005",2005,6031,20.6,40433
"5030",2005,6033,18.3,34874
"5055",2005,6035,16.9,41423
"5080",2005,6037,16.2,48166
"5105",2005,6039,18.3,44655
"5130",2005,6041,6.5,78009
"5155",2005,6043,12.7,39891
"5180",2005,6045,17,40149
"5205",2005,6047,18.6,40039
"5230",2005,6049,20.4,29506
"5255",2005,6051,9.3,49703
"5280",2005,6053,14.1,55723
"5305",2005,6055,7.5,62836
"5330",2005,6057,7.5,51582
"5355",2005,6059,8.9,65823
"5380",2005,6061,5.6,62777
"5405",2005,6063,11.6,40982
"5430",2005,6065,11.5,52029
"5455",2005,6067,13.6,51713
"5480",2005,6069,10.1,62215
"5505",2005,6071,15,48761
"5530",2005,6073,11,56224
"5555",2005,6075,12.2,57476
"5580",2005,6077,14.7,48828
"5605",2005,6079,13.5,49313
"5630",2005,6081,6.9,74286
"5655",2005,6083,12.7,54721
"5680",2005,6085,8.4,76686
"5705",2005,6087,11.8,57506
"5730",2005,6089,13.8,41254
"5755",2005,6091,10.7,39380
"5780",2005,6093,17.5,35039
"5805",2005,6095,9.2,61784
"5830",2005,6097,8.9,58110
"5855",2005,6099,14.5,46769
"5880",2005,6101,11.9,44914
"5905",2005,6103,17.8,33903
"5930",2005,6105,16,31434
"5955",2005,6107,23.2,38179
"5980",2005,6109,12.2,42381
"6005",2005,6111,9.7,66531
"6030",2005,6113,15.2,49378
"6055",2005,6115,17.1,35786
"6080",2005,8001,11.5,50798
"6105",2005,8003,22.2,32642
"6130",2005,8005,9,55159
"6155",2005,8007,11.6,41860
"6180",2005,8009,18.5,28804
"6205",2005,8011,22.9,30166
"6230",2005,8013,11.2,58334
"6255",2005,8014,4.9,67067
"6272",2005,8015,12.8,40120
"6297",2005,8017,13,39252
"6322",2005,8019,6.9,61937
"6347",2005,8021,23.1,28010
"6372",2005,8023,27.8,21920
"6397",2005,8025,31.3,27107
"6422",2005,8027,12.8,40946
"6447",2005,8029,14,35358
"6472",2005,8031,15.6,42576
"6497",2005,8033,13.5,35384
"6522",2005,8035,2.9,90143
"6547",2005,8037,6.6,63848
"6572",2005,8039,5.2,69074
"6597",2005,8041,10.7,50878
"6622",2005,8043,15.2,36403
"6647",2005,8045,7.9,52189
"6672",2005,8047,5.5,56911
"6697",2005,8049,8,51043
"6722",2005,8051,13.6,40436
"6747",2005,8053,8.7,42012
"6772",2005,8055,22.8,28334
"6797",2005,8057,13.8,34281
"6822",2005,8059,7.2,60996
"6847",2005,8061,12.9,31289
"6872",2005,8063,14.9,35157
"6897",2005,8065,14.8,38960
"6922",2005,8067,11.1,46881
"6947",2005,8069,11.5,49188
"6972",2005,8071,17.4,32246
"6997",2005,8073,18,34960
"7022",2005,8075,14,36134
"7047",2005,8077,12.5,39750
"7072",2005,8079,10.1,40134
"7097",2005,8081,10.3,46983
"7122",2005,8083,17.2,35329
"7147",2005,8085,13.1,38911
"7172",2005,8087,13.1,35805
"7197",2005,8089,20.4,32866
"7222",2005,8091,7.6,48855
"7247",2005,8093,7.5,55589
"7272",2005,8095,11.2,34664
"7297",2005,8097,4.9,57615
"7322",2005,8099,22.5,31042
"7347",2005,8101,18.2,37129
"7372",2005,8103,9.6,44709
"7397",2005,8105,17.5,34215
"7422",2005,8107,6.2,58482
"7447",2005,8109,29.1,26081
"7472",2005,8111,16.7,33462
"7497",2005,8113,9.4,50324
"7522",2005,8115,12.7,29871
"7547",2005,8117,6.3,56275
"7572",2005,8119,6.8,56557
"7597",2005,8121,12.1,39779
"7622",2005,8123,11.6,48338
"7647",2005,8125,13.5,37089
"7672",2005,9001,7.3,71493
"7697",2005,9003,9.3,57722
"7722",2005,9005,4.6,63869
"7747",2005,9007,5.3,69856
"7772",2005,9009,10.9,53577
"7797",2005,9011,6.3,58674
"7822",2005,9013,5.7,72167
"7847",2005,9015,9,48630
"7872",2005,10001,11,47335
"7897",2005,10003,9.9,59054
"7922",2005,10005,11.2,44632
"7947",2005,11001,18.3,48078
"7972",2005,12001,21.8,35474
"7997",2005,12003,14.5,43011
"8022",2005,12005,13.7,40540
"8047",2005,12007,15.9,36699
"8072",2005,12009,10.1,43403
"8097",2005,12011,11.2,46618
"8122",2005,12013,21.2,28450
"8147",2005,12015,9.6,39159
"8172",2005,12017,13.3,34171
"8197",2005,12019,8.1,54277
"8222",2005,12021,9.6,52301
"8247",2005,12023,19,33383
"8276",2005,12027,21.4,34879
"8301",2005,12029,24,28251
"8326",2005,12031,12.1,44694
"8351",2005,12033,15.9,39830
"8376",2005,12035,9.6,45355
"8401",2005,12037,18.3,30960
"8426",2005,12039,17.7,33246
"8451",2005,12041,13.7,35286
"8476",2005,12043,15.2,34415
"8501",2005,12045,17.6,34823
"8526",2005,12047,26.6,28301
"8551",2005,12049,24.6,31989
"8576",2005,12051,22.2,36211
"8601",2005,12053,11.8,37672
"8626",2005,12055,16.6,31104
"8651",2005,12057,13,45084
"8676",2005,12059,21.9,30778
"8701",2005,12061,11.7,44450
"8726",2005,12063,16.9,32723
"8751",2005,12065,18.7,35349
"8776",2005,12067,23.6,31038
"8801",2005,12069,11.4,40059
"8826",2005,12071,9.5,46000
"8851",2005,12073,17.2,42667
"8876",2005,12075,19.4,29917
"8901",2005,12077,21.6,31896
"8926",2005,12079,23.8,30029
"8951",2005,12081,10.3,44165
"8976",2005,12083,13.6,35974
"9001",2005,12085,9.8,46133
"9026",2005,12086,17.9,37142
"9047",2005,12087,10.6,47268
"9072",2005,12089,9.2,51007
"9097",2005,12091,9.8,49384
"9122",2005,12093,18.1,33029
"9147",2005,12095,12.7,44183
"9172",2005,12097,13.9,40978
"9197",2005,12099,11,48086
"9222",2005,12101,11.3,39327
"9247",2005,12103,11.2,40669
"9272",2005,12105,13.9,39114
"9297",2005,12107,20.9,30958
"9322",2005,12109,7.5,57277
"9347",2005,12111,12.3,42048
"9372",2005,12113,9,47005
"9397",2005,12115,9.1,44789
"9422",2005,12117,8.2,52390
"9447",2005,12119,14.4,36194
"9472",2005,12121,17.5,33114
"9497",2005,12123,18.4,32680
"9522",2005,12125,20.3,35592
"9547",2005,12127,11.6,38457
"9572",2005,12129,11.8,41863
"9597",2005,12131,13,38799
"9622",2005,12133,18.8,31104
"9647",2005,13001,20.6,32152
"9672",2005,13003,25.4,27657
"9697",2005,13005,21.8,29342
"9722",2005,13007,25.8,29610
"9747",2005,13009,19.7,36414
"9772",2005,13011,13.3,41783
"9797",2005,13013,10.7,49829
"9822",2005,13015,13.3,47309
"9847",2005,13017,24.6,28009
"9872",2005,13019,17.7,33786
"9897",2005,13021,23.5,34872
"9922",2005,13023,16.8,36643
"9947",2005,13025,15,34189
"9972",2005,13027,23,28244
"9997",2005,13029,10.5,57758
"10022",2005,13031,24.5,31519
"10047",2005,13033,28.8,29434
"10072",2005,13035,12.7,42829
"10097",2005,13037,31.4,26022
"10122",2005,13039,10.8,45987
"10147",2005,13043,23.3,28232
"10172",2005,13045,14.6,43183
"10197",2005,13047,11.4,45840
"10222",2005,13049,24.4,28430
"10247",2005,13051,15.8,42091
