"","year","region","pctPoverty","medianIncome"
"6",2012,1001,12.7,51441
"31",2012,1003,13.9,48867
"56",2012,1005,29,30287
"81",2012,1007,21.5,37392
"106",2012,1009,16.2,44225
"131",2012,1011,32.3,25854
"156",2012,1013,26.3,30605
"181",2012,1015,21.4,39212
"206",2012,1017,21.5,32320
"231",2012,1019,19.6,37868
"256",2012,1021,20.1,39621
"281",2012,1023,20.8,33390
"306",2012,1025,21.5,34606
"331",2012,1027,19.1,34579
"356",2012,1029,18.6,38235
"381",2012,1031,15.1,45631
"406",2012,1033,16.2,39771
"431",2012,1035,31.3,27110
"456",2012,1037,21,32960
"481",2012,1039,20.9,34017
"506",2012,1041,20.1,33648
"531",2012,1043,18.7,37938
"556",2012,1045,19.1,40125
"581",2012,1047,36.8,27400
"606",2012,1049,18.1,37644
"631",2012,1051,13.8,52324
"656",2012,1053,27.9,33588
"681",2012,1055,21,35737
"706",2012,1057,17.6,35720
"731",2012,1059,19.5,33173
"756",2012,1061,22.8,33347
"781",2012,1063,34.1,24592
"806",2012,1065,27.9,31025
"831",2012,1067,19.2,37108
"856",2012,1069,19,40609
"881",2012,1071,16.4,39618
"906",2012,1073,18.6,43967
"931",2012,1075,22.5,33940
"956",2012,1077,20.2,41536
"981",2012,1079,20,38524
"1006",2012,1081,23,43182
"1031",2012,1083,12.8,49616
"1056",2012,1085,26.6,28544
"1081",2012,1087,33.1,27709
"1106",2012,1089,12.6,57072
"1131",2012,1091,26.5,31888
"1156",2012,1093,22.2,32237
"1181",2012,1095,21.5,36960
"1206",2012,1097,21,39546
"1231",2012,1099,21.1,36221
"1256",2012,1101,21.7,41430
"1281",2012,1103,16.2,44766
"1306",2012,1105,36.6,25215
"1331",2012,1107,23.4,31433
"1356",2012,1109,26.7,32411
"1381",2012,1111,22.8,35024
"1406",2012,1113,23.6,34310
"1431",2012,1115,15.8,50989
"1456",2012,1117,8.7,67244
"1481",2012,1119,36.5,24059
"1506",2012,1121,23.3,34785
"1531",2012,1123,23.5,36463
"1556",2012,1125,19.5,41495
"1581",2012,1127,21,36600
"1606",2012,1129,21,39173
"1631",2012,1131,36.5,22126
"1656",2012,1133,26.4,32663
"1681",2012,2013,15.7,51514
