"","region","avgPov","avgIncome"
"2501",47131,15.9166666666667,34949.5
"2502",47133,18.4333333333333,30168.7916666667
"2503",47135,18.3541666666667,30157.4583333333
"2504",47137,19.1666666666667,27617.3333333333
"2505",47139,16.4375,32622.7916666667
"2506",47141,17.9208333333333,33669.5416666667
"2507",47143,18.1416666666667,33707.3333333333
"2508",47145,15.0458333333333,37891.9583333333
"2509",47147,11.2125,46337.4583333333
"2510",47149,10.5666666666667,49918.4583333333
"2511",47151,24.0416666666667,26784.0416666667
"2512",47153,17.5208333333333,35055.2916666667
"2513",47155,14.1833333333333,36999.0416666667
"2514",47157,18.85,40699.2916666667
"2515",47159,14.3416666666667,38551.375
"2516",47161,14.9125,36498.5833333333
"2517",47163,15.0708333333333,36604.375
"2518",47165,9.77083333333333,49843.7083333333
"2519",47167,14.3583333333333,44270.3333333333
"2520",47169,15.425,35459.2083333333
"2521",47171,16.1833333333333,33009.4166666667
"2522",47173,20.2083333333333,30936.8333333333
"2523",47175,17.9375,31367.375
"2524",47177,18.375,32758.5833333333
"2525",47179,15.1625,37396.4166666667
"2526",47181,21.0041666666667,29259.375
"2527",47183,17.7333333333333,32820.25
"2528",47185,17.2916666666667,31462.9166666667
"2529",47187,5.24583333333333,80697.0833333333
"2530",47189,8.64583333333333,54540.9583333333
"2531",48001,20.8166666666667,35403.875
"2532",48003,13.8041666666667,45885.25
"2533",48005,18.1083333333333,36305.375
"2534",48007,20.1666666666667,34901.125
"2535",48009,9.7875,45789.9583333333
"2536",48011,10.4875,42307.625
"2537",48013,20.0541666666667,37476.4166666667
"2538",48015,12.025,44757.2916666667
"2539",48017,19.4916666666667,31796.125
"2540",48019,13.2833333333333,42354.7083333333
"2541",48021,13.6958333333333,45385
"2542",48023,18.6916666666667,28750.3333333333
"2543",48025,26.7666666666667,32469.3333333333
"2544",48027,14.0458333333333,41295.75
"2545",48029,17.575,41711.9166666667
"2546",48031,11.1291666666667,43895.5833333333
"2547",48033,9.69583333333333,43626.8333333333
"2548",48035,15.5583333333333,37215.8333333333
"2549",48037,18.075,37249.25
"2550",48039,10.8208333333333,56586.375
"2551",48041,23.0291666666667,35088.6666666667
"2552",48043,17.9166666666667,32547.375
"2553",48045,17.925,32202.4583333333
"2554",48047,34.0166666666667,22556.4166666667
"2555",48049,18.5125,34245.3333333333
"2556",48051,16.425,37063.9583333333
"2557",48053,13.1833333333333,42746.7916666667
"2558",48055,17.4541666666667,38254
"2559",48057,17.125,39451.125
"2560",48059,15.0791666666667,36086.7916666667
"2561",48061,33.7125,27955.0833333333
"2562",48063,19.5541666666667,33540.25
"2563",48065,8.57083333333333,46423.9583333333
"2564",48067,18.8791666666667,32530.25
"2565",48069,21.7125,34515.3333333333
"2566",48071,10.3791666666667,59113.5833333333
"2567",48073,20.4875,32577.75
"2568",48075,23.7166666666667,30512.9583333333
"2569",48077,11.575,41653.9583333333
"2570",48079,24.0875,31502.5
"2571",48081,14.7583333333333,32964.2916666667
"2572",48083,22.2541666666667,28340.2083333333
"2573",48085,6,76050.4583333333
"2574",48087,20.9625,29727.4166666667
"2575",48089,16.45,36443.5833333333
"2576",48091,9.7,53816.5
"2577",48093,19.4708333333333,31608.25
"2578",48095,24.325,31625.125
"2579",48097,14.0958333333333,43465.7083333333
"2580",48099,14.7166666666667,40208.3333333333
"2581",48101,22.525,27611.375
"2582",48103,11.6916666666667,44640.1666666667
"2583",48105,16.2166666666667,37495.5416666667
"2584",48107,25.9791666666667,29550.625
"2585",48109,26.0375,27170.5833333333
"2586",48111,14.9375,34886.625
"2587",48113,16.2958333333333,44500.4583333333
"2588",48115,24.3958333333333,31836.9166666667
"2589",48117,20.6916666666667,33520.5833333333
"2590",48119,18.7791666666667,32417.8333333333
"2591",48121,7.44583333333333,64666.1666666667
"2592",48123,20.0041666666667,34118.9583333333
"2593",48125,23.4916666666667,28105.25
"2594",48127,32.3416666666667,26140.75
"2595",48129,19.2583333333333,30855.5416666667
"2596",48131,28.2166666666667,27092.4166666667
"2597",48133,19.7958333333333,30682.625
"2598",48135,17.2916666666667,40265.875
"2599",48137,25.3166666666667,28008.5833333333
"2600",48139,10.9291666666667,52711
"2601",48141,25.7541666666667,33201
"2602",48143,17.675,34913.0416666667
"2603",48145,24.7166666666667,29196.25
"2604",48147,16.4875,36783.9583333333
"2605",48149,12.5458333333333,40387.0416666667
"2606",48151,16.7916666666667,32966.125
"2607",48153,23.0166666666667,30789.5
"2608",48155,18.3291666666667,27859.7083333333
"2609",48157,8.15416666666667,72469
"2610",48159,15.3375,36405.4583333333
"2611",48161,16.3125,37257.8333333333
"2612",48163,31.575,27644.625
"2613",48165,18.6416666666667,37645.5
"2614",48167,13.325,50078.4166666667
"2615",48169,24.125,34552.25
"2616",48171,11.2333333333333,43491.125
"2617",48173,10.9541666666667,48448.1666666667
"2618",48175,16.0666666666667,39400.9166666667
"2619",48177,21.0166666666667,31885.9583333333
"2620",48179,15.0041666666667,38158.2083333333
"2621",48181,13.975,40601.4583333333
"2622",48183,16.4416666666667,39393.4166666667
"2623",48185,18.7,36304.375
"2624",48187,11.8333333333333,49814.5
"2625",48189,21.1666666666667,33489.625
"2626",48191,25.3791666666667,25745.9583333333
"2627",48193,16.7416666666667,33671.0416666667
"2628",48195,12.8166666666667,42467.3333333333
"2629",48197,18.3458333333333,30856.5416666667
"2630",48199,12.5375,45047.0833333333
"2631",48201,16.5208333333333,46166
"2632",48203,17.3208333333333,38171.25
"2633",48205,9.32916666666667,51964.5833333333
"2634",48207,22.7833333333333,28097.7916666667
"2635",48209,13.75,49333.3333333333
"2636",48211,8.80416666666667,50597.75
"2637",48213,17.4291666666667,34854.6666666667
"2638",48215,34.9666666666667,27626.375
"2639",48217,17.7,34927.125
"2640",48219,17.7041666666667,37911.75
"2641",48221,10.8958333333333,48835.125
"2642",48223,16.225,35565.8333333333
"2643",48225,24.3083333333333,29890.4583333333
"2644",48227,20.3583333333333,35932.875
"2645",48229,29.7625,25327.625
"2646",48231,16.5541666666667,39452
"2647",48233,12.7333333333333,42770.4583333333
"2648",48235,10.1625,45323.1666666667
"2649",48237,16.2041666666667,38139.5833333333
"2650",48239,15.0708333333333,39566.75
"2651",48241,18.9708333333333,34519.4583333333
"2652",48243,14.2791666666667,36199.7083333333
"2653",48245,19.0708333333333,37710.6666666667
"2654",48247,25.75,28994.875
"2655",48249,23.7833333333333,33116.9583333333
