"","fyDeclared","length","region"
"41324",2013,501,"09005"
"41335",2013,501,"09013"
"41336",2013,1033,"038077"
"41337",2013,1212,"08101"
"41341",2013,1428,"025021"
"41342",2013,1212,"08005"
"41346",2013,1428,"025025"
"41347",2013,1212,"08043"
"41351",2013,501,"09011"
"41352",2013,1033,"038067"
"41353",2013,1212,"08087"
"41356",2013,1212,"08013"
"41358",2013,501,"09003"
"41359",2013,1212,"08041"
"41363",2013,501,"09009"
"41364",2013,1212,"08001"
"41365",2013,1212,"08075"
"41368",2013,501,"09007"
"41369",2013,1033,"038017"
"41370",2013,1212,"08069"
"41374",2013,501,"09000"
"41375",2013,922,"048309"
"41376",2013,1212,"08059"
"41379",2013,501,"09001"
"41380",2013,1033,"038035"
"41381",2013,1212,"08031"
"41385",2013,1212,"08019"
"41386",2013,1428,"025005"
"41388",2013,1212,"08123"
"41391",2013,1212,"08014"
"41392",2013,501,"09015"
"41394",2013,1212,"08121"
"41396",2013,1428,"025017"
"41399",2013,1033,"038099"
"41402",2013,1033,"038097"
"43574",2013,2006,"049053"
"43630",2013,2291,"054019"
"43631",2013,2291,"054015"
"43635",2013,2291,"054001"
"43642",2013,2291,"054071"
"43643",2013,2291,"054007"
"43647",2013,2037,"042091"
"43648",2013,2291,"054093"
"43650",2013,2037,"042017"
"43651",2013,2102,"011001"
"43653",2013,2037,"042113"
"43656",2013,2291,"054091"
"43657",2013,2037,"042009"
"43660",2013,2037,"042055"
"43663",2013,2037,"042057"
"43666",2013,2037,"042095"
"43667",2013,2291,"054067"
"43670",2013,2037,"042111"
"43671",2013,2291,"054075"
"43675",2013,2291,"054109"
"43676",2013,2291,"054083"
"43678",2013,2037,"042053"
"43681",2013,2291,"054081"
"43682",2013,2291,"054101"
"43684",2013,2037,"042043"
"43687",2013,2291,"054097"
"43689",2013,2037,"042023"
"43690",2013,2037,"042061"
"43695",2013,2037,"042105"
"43697",2013,2291,"054005"
"43698",2013,2291,"054041"
"43701",2013,2037,"042103"
"43702",2013,2291,"054039"
"43705",2013,2291,"054077"
"43706",2013,2037,"042131"
"43710",2013,2037,"042089"
"43713",2013,2037,"042067"
"43716",2013,2037,"042101"
"43755",2013,1454,"020113"
"43759",2013,1454,"020051"
"43760",2013,1454,"020095"
"43765",2013,1454,"020009"
"43768",2013,1454,"020139"
"43771",2013,1454,"020007"
"43778",2013,1454,"020135"
"43782",2013,1454,"020141"
"43783",2013,1454,"020041"
"43785",2013,1454,"020079"
"43790",2013,1454,"020115"
"43791",2013,1454,"020077"
"43797",2013,1454,"020059"
"43799",2013,1454,"020083"
"43800",2013,1454,"020185"
"43801",2013,1454,"020145"
"43802",2013,1454,"020151"
"43803",2013,1454,"020159"
"43805",2013,1454,"020183"
"43807",2013,1600,"046700"
"43809",2013,1600,"046113"
"43811",2013,1454,"020165"
"43813",2013,1454,"020163"
"43814",2013,1600,"046067"
"43815",2013,1600,"046043"
"43816",2013,1600,"046099"
"43827",2013,1600,"046087"
"43841",2013,1454,"020167"
"43853",2013,1454,"020147"
"43859",2013,1600,"046083"
"43875",2013,1600,"046125"
"43907",2013,1790,"019045"
"43908",2013,1790,"019125"
"43912",2013,1815,"019007"
"43913",2013,1790,"019117"
"43917",2013,1551,"046127"
"43919",2013,1790,"019179"
"43921",2013,1790,"019031"
"43923",2013,1790,"019101"
"43927",2013,1551,"046031"
"43929",2013,1790,"019177"
"43932",2013,1790,"019095"
"43934",2013,1551,"046007"
"43935",2013,1790,"019007"
"43936",2013,1790,"019057"
"43942",2013,1790,"019053"
"43948",2013,1790,"019135"
"43952",2013,1815,"019011"
"43953",2013,1790,"019185"
"43954",2013,1031,"038300"
"43955",2013,1790,"019111"
"43956",2013,1790,"019051"
"43959",2013,1551,"046700"
"43961",2013,1790,"019107"
"43963",2013,1551,"046083"
"43964",2013,1790,"019181"
"43966",2013,1790,"019159"
"43967",2013,1790,"019103"
"43969",2013,1551,"046081"
"43972",2013,1790,"019139"
"43974",2013,1815,"019019"
"43977",2013,1815,"019021"
"43978",2013,1815,"019075"
"43979",2013,1815,"019057"
"43980",2013,1815,"019047"
"43981",2013,1815,"019041"
"43982",2013,1815,"019067"
"43983",2013,1815,"019087"
"43984",2013,1815,"019095"
"43985",2013,1815,"019023"
"43986",2013,1815,"019103"
"43987",2013,1815,"019073"
"43988",2013,1815,"019035"
"43989",2013,1815,"019055"
"43990",2013,1815,"019037"
"43991",2013,1815,"019051"
"43992",2013,1815,"019069"
"43993",2013,1815,"019043"
"43994",2013,1815,"019089"
"43995",2013,1815,"019065"
"43996",2013,1815,"019105"
"43997",2013,1815,"019133"
"43998",2013,1815,"019115"
"44003",2013,1815,"019099"
"44004",2013,1815,"019113"
"44005",2013,1815,"019179"
"44009",2013,1815,"019083"
"44010",2013,1815,"019157"
"44013",2013,1815,"019187"
"44014",2013,1815,"019161"
"44017",2013,1815,"019131"
"44023",2013,1815,"019169"
"44024",2013,1815,"019147"
"44030",2013,1815,"019167"
"44031",2013,1815,"019149"
"44034",2013,1815,"019119"
"44037",2013,1815,"019195"
"44039",2013,1815,"019093"
"44040",2013,1815,"019189"
"44041",2013,1815,"019171"
"44045",2013,1815,"019107"
"44047",2013,1815,"019135"
"44048",2013,1815,"019111"
"44053",2013,1815,"019197"
"44054",2013,1815,"019123"
"44058",2013,1815,"019127"
"44062",2013,1815,"019141"
"44066",2013,1672,"029011"
"44070",2013,1672,"029131"
"44071",2013,1672,"029171"
"44073",2013,1672,"029189"
"44074",2013,1672,"029031"
"44075",2013,1672,"029103"
"44076",2013,1672,"029225"
"44079",2013,1672,"029127"
"44081",2013,1672,"029163"
"44082",2013,1672,"029027"
"44083",2013,1672,"029093"
"44087",2013,1672,"029045"
"44089",2013,1672,"029111"
"44090",2013,1319,"046057"
"44091",2013,1672,"029113"
"44092",2013,1729,"019055"
"44093",2013,1729,"019011"
"44096",2013,1672,"029041"
"44098",2013,1672,"029139"
"44099",2013,1672,"029151"
"44102",2013,1729,"019023"
"44103",2013,1319,"046029"
"44104",2013,1672,"029186"
"44106",2013,1890,"08043"
"44107",2013,1729,"019075"
"44108",2013,1672,"029089"
"44109",2013,1672,"029157"
"44112",2013,1729,"019031"
"44113",2013,1319,"046039"
"44114",2013,1672,"029215"
"44116",2013,1729,"019009"
"44117",2013,1729,"019191"
"44118",2013,1672,"029207"
"44119",2013,1959,"08041"
"44121",2013,1672,"029173"
"44122",2013,1729,"019089"
"44125",2013,1319,"046065"
"44126",2013,1729,"019019"
"44127",2013,1672,"029211"
"44128",2013,1672,"029125"
"44129",2013,1729,"019005"
"44131",2013,1672,"029183"
"44132",2013,1729,"019105"
"44135",2013,1672,"029199"
"44138",2013,1319,"046077"
"44139",2013,1729,"019043"
"44141",2013,1319,"046005"
"44142",2013,1672,"029205"
"44144",2013,1319,"046115"
"44146",2013,1319,"046051"
"44228",2013,1686,"035400"
"44232",2013,1948,"042003"
"44233",2013,1948,"042061"
"44234",2013,1948,"042051"
"44235",2013,1948,"042027"
"44236",2013,1948,"042127"
"44238",2013,1836,"020021"
"44239",2013,1836,"020017"
"44240",2013,1948,"042121"
"44241",2013,1836,"020015"
"44242",2013,1836,"020011"
"44243",2013,1836,"020027"
"44246",2013,1836,"020007"
"44248",2013,1948,"042039"
"44249",2013,1948,"042035"
"44250",2013,1948,"042073"
"44251",2013,1836,"020097"
"44252",2013,1836,"020033"
"44254",2013,1836,"020143"
"44255",2013,1836,"020073"
"44257",2013,1836,"020205"
"44258",2013,1836,"020115"
"44259",2013,1836,"020041"
"44261",2013,1836,"020155"
"44262",2013,1836,"020083"
"44263",2013,1836,"020037"
"44265",2013,1836,"020151"
"44266",2013,1836,"020079"
"44269",2013,1948,"042033"
"44270",2013,1836,"020113"
"44272",2013,1836,"020095"
"44273",2013,1836,"020075"
"44275",2013,1836,"020207"
"44276",2013,1836,"020061"
"44277",2013,1836,"020047"
"44278",2013,1836,"020201"
"44279",2013,1836,"020157"
"44280",2013,1836,"020057"
"44281",2013,1836,"020029"
"44282",2013,1836,"020191"
"44283",2013,1836,"020127"
"44286",2013,1836,"020125"
"44288",2013,1836,"020049"
"44289",2013,1836,"020159"
"44290",2013,1836,"020031"
"44291",2013,1836,"020135"
"44293",2013,1836,"020111"
"44295",2013,1836,"020107"
"44297",2013,1948,"042065"
"44298",2013,1836,"020025"
"44299",2013,1836,"020035"
"44300",2013,1836,"020145"
"44301",2013,1836,"020119"
"44304",2013,1836,"020077"
"44305",2013,1836,"020009"
"44307",2013,1836,"020101"
"44308",2013,1836,"020053"
"44310",2013,1836,"020169"
"47636",2013,1232,"08041"
"47654",2013,1245,"08105"
