"","fyDeclared","length","region"
"7691",1990,4540,"01071"
"7702",1990,626,"048271"
"7704",1990,2290,"012009"
"7705",1990,2290,"012103"
"7706",1990,2290,"012021"
"7708",1990,4286,"051027"
"7709",1990,626,"048061"
"7710",1990,2290,"012071"
"7711",1990,2290,"012053"
"7712",1990,3558,"041057"
"7713",1990,3003,"053041"
"7715",1990,1681,"022440"
"7717",1990,626,"048323"
"7718",1990,626,"048507"
"7719",1990,2290,"012093"
"7720",1990,2290,"012025"
"7721",1990,4905,"060010"
"7722",1990,2290,"012119"
"7723",1990,626,"048463"
"7724",1990,2290,"012015"
"7725",1990,2290,"012097"
"7726",1990,2290,"012115"
"7727",1990,4905,"060030"
"7728",1990,2290,"012051"
"7729",1990,2290,"012111"
"7730",1990,3003,"053033"
"7732",1990,1681,"022089"
"7733",1990,2290,"012049"
"7734",1990,2290,"012061"
"7735",1990,3003,"053027"
"7736",1990,3003,"053069"
"7737",1990,626,"048127"
"7738",1990,626,"048427"
"7739",1990,2290,"012081"
"7740",1990,2290,"012095"
"7741",1990,3353,"069085"
"7742",1990,4905,"060020"
"7743",1990,626,"048163"
"7744",1990,2290,"012083"
"7745",1990,3353,"069100"
"7746",1990,2290,"012101"
"7747",1990,1681,"022051"
"7749",1990,2290,"012057"
"7750",1990,2290,"012017"
"7751",1990,3003,"053067"
"7752",1990,2290,"012117"
"7753",1990,2290,"012087"
"7754",1990,4540,"01089"
"7755",1990,3353,"069120"
"7756",1990,2290,"012055"
"7757",1990,626,"048489"
"7758",1990,3003,"053053"
"7759",1990,2290,"012099"
"7760",1990,4905,"060040"
"7761",1990,2290,"012027"
"7762",1990,2290,"012043"
"7763",1990,2290,"012127"
"7764",1990,3003,"053005"
"7765",1990,2290,"012069"
"7766",1990,3558,"041007"
"7767",1990,626,"048215"
"7768",1990,2290,"012085"
"7769",1990,3353,"069110"
"7770",1990,2290,"012011"
"7771",1990,2290,"012105"
"7772",1990,4966,"01027"
"7773",1990,4966,"01049"
"7774",1990,4966,"01021"
"7775",1990,4966,"01073"
"7776",1990,4966,"01047"
"7777",1990,4966,"01071"
"7778",1990,4966,"01111"
"7779",1990,4905,"060050"
"7780",1990,4966,"01063"
"7781",1990,4966,"01015"
"7782",1990,4966,"01121"
"7783",1990,4966,"01037"
"7784",1990,4966,"01095"
"7785",1990,4966,"01019"
"7786",1990,4966,"01007"
"7787",1990,4966,"01043"
"7788",1990,4966,"01065"
"7789",1990,4357,"013045"
"7790",1990,4966,"01113"
"7791",1990,4357,"013233"
"7792",1990,4357,"013151"
"7793",1990,4357,"013035"
"7794",1990,4966,"01029"
"7795",1990,4357,"013231"
"7796",1990,4357,"013149"
"7797",1990,4401,"028003"
"7798",1990,4357,"013093"
"7799",1990,4357,"013293"
"7800",1990,4966,"01125"
"7801",1990,4357,"013083"
"7802",1990,4357,"013207"
"7803",1990,4357,"013291"
"7804",1990,4966,"01055"
"7805",1990,4357,"013199"
"7806",1990,4401,"028029"
"7807",1990,4357,"013121"
"7808",1990,4966,"01009"
"7809",1990,4357,"013115"
"7810",1990,4357,"013315"
"7811",1990,5077,"047065"
"7812",1990,4966,"01091"
"7813",1990,4966,"01127"
"7814",1990,4357,"013123"
"7815",1990,4357,"013213"
