"","fyDeclared","length","region"
"41852",2017,367,"078010"
"41853",2017,262,"022011"
"41854",2017,262,"022085"
"41856",2017,262,"022069"
"41857",2017,262,"022003"
"41859",2017,262,"022053"
"41860",2017,262,"022023"
"41861",2017,262,"022115"
"41862",2017,262,"022079"
"41863",2017,262,"022019"
"41877",2017,367,"078"
"41892",2017,262,"022045"
"41898",2017,262,"022113"
"41905",2017,262,"022001"
"41907",2017,367,"078030"
"41935",2017,367,"078020"
"41949",2017,314,"045003"
"41950",2017,104,"012131"
"41951",2017,104,"012119"
"41952",2017,314,"045007"
"41953",2017,104,"012127"
"41954",2017,104,"012123"
"41955",2017,104,"012125"
"41956",2017,104,"012121"
"41957",2017,314,"045009"
"41958",2017,314,"045029"
"41959",2017,104,"012133"
"41960",2017,314,"045019"
"41961",2017,314,"045001"
"41962",2017,314,"045011"
"41963",2017,314,"045013"
"41964",2017,314,"045061"
"41965",2017,314,"045021"
"41966",2017,314,"045041"
"41967",2017,314,"045071"
"41968",2017,314,"045091"
"41969",2017,314,"045051"
"41970",2017,314,"045031"
"41971",2017,314,"045081"
"41972",2017,101,"013009"
"41973",2017,101,"013019"
"41974",2017,101,"013061"
"41975",2017,101,"013071"
"41976",2017,314,"045005"
"41977",2017,314,"045015"
"41978",2017,314,"045047"
"41979",2017,314,"045057"
"41980",2017,101,"013005"
"41981",2017,101,"013015"
"41982",2017,101,"013057"
"41983",2017,101,"013067"
"41984",2017,314,"045025"
"41985",2017,314,"045035"
"41986",2017,314,"045075"
"41987",2017,314,"045085"
"41988",2017,101,"013029"
"41989",2017,101,"013081"
"41990",2017,314,"045455"
"41991",2017,314,"045069"
"41992",2017,101,"013025"
"41993",2017,101,"013039"
"41994",2017,101,"013077"
"41995",2017,101,"013091"
"41996",2017,314,"045045"
"41997",2017,314,"045027"
"41998",2017,101,"013003"
"41999",2017,314,"045077"
"42000",2017,101,"013035"
"42001",2017,101,"013051"
"42002",2017,101,"013089"
"42003",2017,104,"012129"
"42004",2017,314,"045055"
"42005",2017,314,"045037"
"42006",2017,101,"013013"
"42007",2017,314,"045087"
"42008",2017,101,"013047"
"42009",2017,314,"045017"
"42010",2017,314,"045067"
"42011",2017,101,"013023"
"42012",2017,314,"045023"
"42013",2017,314,"045033"
"42014",2017,314,"045073"
"42015",2017,314,"045083"
"42016",2017,101,"013043"
"42017",2017,101,"013031"
"42018",2017,101,"013033"
"42019",2017,101,"013083"
"42020",2017,101,"013085"
"42021",2017,101,"013075"
"42022",2017,314,"045079"
"42023",2017,314,"045065"
"42024",2017,101,"013037"
"42025",2017,101,"013027"
"42026",2017,101,"013087"
"42027",2017,101,"013079"
"42028",2017,314,"045043"
"42029",2017,101,"013001"
"42030",2017,101,"013053"
"42031",2017,101,"013045"
"42032",2017,314,"045053"
"42033",2017,314,"045039"
"42034",2017,101,"013011"
"42035",2017,314,"045089"
"42036",2017,101,"013063"
"42037",2017,101,"013049"
"42038",2017,101,"013055"
