"","fyDeclared","length","region"
"23205",2007,3122,"022083"
"23206",2007,3122,"022041"
"23209",2007,3122,"022067"
"23211",2007,3122,"022019"
"23212",2007,3122,"022025"
"23215",2007,3122,"022003"
"23219",2007,3122,"022097"
"23220",2007,3122,"022065"
"23222",2007,3122,"022043"
"23224",2007,3122,"022011"
"23228",2007,3122,"022079"
"23231",2007,3122,"022021"
"23234",2007,3122,"022073"
"23235",2007,3122,"022001"
"23239",2007,3122,"022059"
"23240",2007,3122,"022107"
"23243",2007,3122,"022051"
"23244",2007,2078,"029000"
"23246",2007,3122,"022069"
"23249",2007,3122,"022115"
"23251",2007,3122,"022085"
"23253",2007,3122,"022053"
"23255",2007,3122,"022039"
"23258",2007,3122,"022091"
"23259",2007,4104,"036043"
"23260",2007,3294,"02122"
"23262",2007,4104,"036077"
"23263",2007,4104,"036017"
"23265",2007,3294,"02430"
"23267",2007,3122,"022127"
"23269",2007,4104,"036007"
"23271",2007,3294,"02365"
"23273",2007,4104,"036025"
"23274",2007,4104,"036107"
"23275",2007,4104,"036057"
"23278",2007,4104,"036041"
"23279",2007,4104,"036105"
"23281",2007,3006,"031019"
"23282",2007,3006,"031001"
"23283",2007,3006,"031093"
"23284",2007,3006,"031081"
"23285",2007,2497,"029127"
"23286",2007,2497,"029027"
"23287",2007,3006,"031061"
"23288",2007,3006,"031047"
"23289",2007,2497,"029019"
"23291",2007,3006,"031041"
"23292",2007,3006,"031023"
"23293",2007,3006,"031111"
"23294",2007,3006,"031099"
"23295",2007,2497,"029221"
"23296",2007,2497,"029179"
"23297",2007,3006,"031079"
"23298",2007,3006,"031065"
"23299",2007,2888,"041027"
"23301",2007,3006,"031029"
"23302",2007,3006,"031011"
"23303",2007,3006,"031103"
"23304",2007,3006,"031087"
"23305",2007,2497,"029187"
"23306",2007,3006,"031069"
"23307",2007,2888,"041007"
"23308",2007,3006,"031027"
"23309",2007,3006,"031101"
"23310",2007,3006,"031003"
"23311",2007,3006,"031083"
"23312",2007,2888,"041057"
"23313",2007,2497,"029051"
"23314",2007,3006,"031035"
"23315",2007,3006,"031051"
"23316",2007,3006,"031107"
"23317",2007,2497,"029077"
"23318",2007,2497,"029189"
"23319",2007,3006,"031057"
"23320",2007,3006,"031073"
"23322",2007,2497,"029093"
"23323",2007,3006,"031009"
"23324",2007,3006,"031059"
"23325",2007,3006,"031085"
"23327",2007,2497,"029000"
"23328",2007,3006,"031017"
"23329",2007,3006,"031089"
"23330",2007,3006,"031071"
"23331",2007,2497,"029029"
"23332",2007,2888,"041041"
"23333",2007,3006,"031049"
"23334",2007,3006,"031033"
"23335",2007,3006,"031105"
"23336",2007,2497,"029131"
"23337",2007,3006,"031063"
"23339",2007,2497,"029186"
"23340",2007,3006,"031077"
"23341",2007,3006,"031125"
"23342",2007,3006,"031141"
"23343",2007,3006,"031183"
"23344",2007,3006,"031145"
"23345",2007,3570,"020023"
"23346",2007,3006,"031119"
"23347",2007,3006,"031163"
"23348",2007,3006,"031175"
"23349",2007,3006,"031135"
"23350",2007,3006,"031115"
"23351",2007,3006,"031181"
"23352",2007,3006,"031129"
"23353",2007,3570,"020047"
"23354",2007,3006,"031139"
"23355",2007,3006,"031123"
"23356",2007,3006,"031167"
"23357",2007,3006,"031143"
"23358",2007,3006,"031159"
"23359",2007,3006,"031185"
"23360",2007,3006,"031113"
"23361",2007,3006,"031137"
"23362",2007,3570,"020039"
"23363",2007,3570,"020075"
"23364",2007,3570,"020153"
"23365",2007,3570,"020187"
"23366",2007,2703,"029055"
"23367",2007,3570,"020051"
"23368",2007,3570,"020109"
"23369",2007,3570,"020165"
"23370",2007,2703,"029011"
"23371",2007,2703,"029059"
"23372",2007,3006,"031149"
"23373",2007,3570,"020097"
"23374",2007,3570,"020203"
"23375",2007,3006,"031179"
"23376",2007,3570,"020067"
"23377",2007,3570,"020135"
"23378",2007,3570,"020181"
"23379",2007,2703,"029027"
"23380",2007,2703,"029085"
"23381",2007,3570,"020083"
"23382",2007,3570,"020193"
"23383",2007,3006,"031121"
"23384",2007,3570,"020063"
"23385",2007,3570,"020175"
"23386",2007,2703,"029073"
"23387",2007,3570,"020141"
"23388",2007,2703,"029039"
"23389",2007,3570,"020055"
"23390",2007,3570,"020089"
"23391",2007,3570,"020167"
"23392",2007,3570,"020195"
"23393",2007,2703,"029065"
"23394",2007,3570,"020081"
"23395",2007,3570,"020163"
"23396",2007,3570,"020189"
"23397",2007,2703,"029057"
"23398",2007,3570,"020033"
"23399",2007,3570,"020093"
"23400",2007,3570,"020147"
"23401",2007,3570,"020199"
"23402",2007,2703,"029051"
"23403",2007,3570,"020025"
"23404",2007,3570,"020145"
"23405",2007,3570,"020119"
"23406",2007,2703,"029043"
"23407",2007,2703,"029015"
"23408",2007,3570,"020137"
"23409",2007,3570,"020101"
"23410",2007,2703,"029029"
"23411",2007,2703,"029009"
"23412",2007,3570,"020071"
"23413",2007,3570,"020057"
"23414",2007,3570,"020185"
"23415",2007,3570,"020171"
"23416",2007,2703,"029071"
"23417",2007,3570,"020069"
"23418",2007,3570,"020183"
"23419",2007,3570,"020065"
"23420",2007,3570,"020179"
"23421",2007,2703,"029077"
"23422",2007,3570,"020129"
"23423",2007,2703,"029019"
"23424",2007,2703,"029105"
"23425",2007,2703,"029189"
"23426",2007,2703,"029151"
"23427",2007,2703,"029125"
"23428",2007,2703,"029131"
"23429",2007,2703,"029185"
"23430",2007,2703,"029167"
"23431",2007,2703,"029097"
"23432",2007,2703,"029119"
"23433",2007,2703,"029219"
"23434",2007,2703,"029113"
"23435",2007,2703,"029229"
"23436",2007,2703,"029225"
"23437",2007,2703,"029183"
"23438",2007,2703,"029000"
"23439",2007,3004,"040025"
"23440",2007,2703,"029161"
"23441",2007,2703,"029145"
"23442",2007,2703,"029215"
"23443",2007,2703,"029109"
"23444",2007,2703,"029139"
"23445",2007,4116,"040003"
"23446",2007,4116,"040021"
"23447",2007,4116,"040097"
"23448",2007,4116,"040111"
"23450",2007,3275,"017039"
"23451",2007,4116,"040031"
"23452",2007,4116,"040047"
"23453",2007,4116,"040121"
"23454",2007,4116,"040133"
"23455",2007,3275,"017107"
"23456",2007,2703,"029169"
"23457",2007,3004,"040007"
"23458",2007,4116,"040035"
"23459",2007,4116,"040067"
"23460",2007,4116,"040125"
"23461",2007,4116,"040149"
"23462",2007,3275,"017117"
"23463",2007,4116,"040015"
"23464",2007,4116,"040101"
"23465",2007,4116,"040063"
"23466",2007,3275,"017013"
"23467",2007,2703,"029209"
"23468",2007,4116,"040053"
"23469",2007,4116,"040137"
"23470",2007,4116,"040145"
"23471",2007,3004,"040139"
"23472",2007,4116,"040077"
"23474",2007,4116,"040027"
"23475",2007,4116,"040005"
"23476",2007,4116,"040113"
"23477",2007,4116,"040087"
"23478",2007,3275,"017051"
"23479",2007,2645,"012127"
"23480",2007,4116,"040065"
"23481",2007,4116,"040049"
"23482",2007,4116,"040147"
"23483",2007,4116,"040135"
"23484",2007,4116,"040029"
"23485",2007,4116,"040013"
"23486",2007,4116,"040115"
"23487",2007,4116,"040091"
"23488",2007,3275,"017083"
"23489",2007,3275,"017005"
"23490",2007,4116,"040069"
"23491",2007,4116,"040151"
"23492",2007,4116,"040033"
"23493",2007,4116,"040123"
"23494",2007,3275,"017115"
"23495",2007,4116,"040071"
"23497",2007,4116,"040055"
"23498",2007,4116,"040041"
"23499",2007,4116,"040141"
"23500",2007,4116,"040127"
"23501",2007,4116,"040017"
"23502",2007,4116,"040001"
"23503",2007,4116,"040107"
"23504",2007,4116,"040081"
"23505",2007,3275,"017021"
"23507",2007,4116,"040061"
"23508",2007,4116,"040043"
"23509",2007,4116,"040143"
"23510",2007,4116,"040131"
"23511",2007,3275,"017133"
"23512",2007,3879,"053025"
"23513",2007,3879,"053041"
"23514",2007,3275,"017113"
"23515",2007,3275,"017163"
"23516",2007,3879,"053011"
"23517",2007,3275,"017173"
"23518",2007,3879,"053055"
"23519",2007,3879,"053039"
"23520",2007,3879,"053029"
"23521",2007,3275,"017135"
"23522",2007,3879,"053053"
"23523",2007,3879,"053007"
"23524",2007,3275,"017203"
"23525",2007,3275,"017147"
"23526",2007,3127,"041071"
"23527",2007,3127,"041053"
"23530",2007,3127,"041041"
"23531",2007,3879,"053067"
