"","fyDeclared","length","region"
"11328",1996,2019,"046079"
"11330",1996,2019,"046057"
"11331",1996,2019,"046003"
"11333",1996,2019,"046123"
"11336",1996,2019,"046087"
"11337",1996,2019,"046009"
"11342",1996,2019,"046109"
"11343",1996,2019,"046011"
"11348",1996,2019,"046111"
"11349",1996,2019,"046067"
"11351",1996,2019,"046043"
"11356",1996,2019,"046035"
"11357",1996,2019,"046015"
"11362",1996,2019,"046061"
"11363",1996,2019,"046039"
"11368",1996,2019,"046073"
"11369",1996,2019,"046051"
"11374",1996,2019,"046077"
"11375",1996,2019,"046053"
"11378",1996,2019,"046023"
"11381",1996,2019,"046115"
"11383",1996,2019,"046017"
"11386",1996,2019,"046025"
"11389",1996,2019,"046029"
"11392",1996,2019,"046097"
"11393",1996,2019,"046005"
"11394",1996,3191,"033007"
"11395",1996,3191,"033005"
"11396",1996,3032,"053009"
"11397",1996,1431,"027155"
"11398",1996,3191,"033013"
"11399",1996,3032,"053031"
"11400",1996,3032,"053049"
"11401",1996,1431,"027011"
"11402",1996,2373,"013095"
"11403",1996,3191,"033009"
"11404",1996,3032,"053015"
"11405",1996,3032,"053011"
"11406",1996,1431,"027151"
"11407",1996,3191,"033003"
"11408",1996,1431,"027149"
"11409",1996,3032,"053007"
"11410",1996,3032,"053041"
"11411",1996,2752,"024029"
"11412",1996,3191,"033019"
"11413",1996,2752,"024009"
"11415",1996,3032,"053061"
"11416",1996,1991,"010001"
"11417",1996,2752,"024037"
"11418",1996,3032,"053027"
"11419",1996,2752,"024019"
"11420",1996,2030,"036021"
"11421",1996,3032,"053029"
"11422",1996,3032,"053069"
"11423",1996,363,"054007"
"11424",1996,2752,"024043"
"11425",1996,2752,"024033"
"11426",1996,363,"054001"
"11427",1996,2030,"036087"
"11428",1996,2752,"024017"
"11429",1996,2752,"024005"
"11430",1996,2030,"036111"
"11431",1996,2030,"036059"
"11432",1996,2752,"024023"
"11433",1996,2752,"024003"
"11434",1996,2030,"036071"
"11435",1996,1991,"010005"
"11436",1996,2030,"036083"
"11437",1996,3032,"053037"
"11438",1996,2752,"024013"
"11439",1996,2752,"024027"
"11440",1996,2030,"036027"
"11441",1996,2030,"036081"
"11442",1996,3032,"053057"
"11443",1996,3032,"053073"
"11444",1996,2752,"024039"
"11445",1996,2752,"024045"
"11446",1996,2030,"036105"
"11447",1996,363,"054003"
"11448",1996,2752,"02400"
"11449",1996,2030,"036005"
"11450",1996,2030,"036001"
"11451",1996,3032,"053077"
"11452",1996,3032,"053033"
"11453",1996,2752,"024047"
"11454",1996,2752,"024025"
"11455",1996,363,"054005"
"11456",1996,2030,"036079"
"11457",1996,2030,"036047"
"11458",1996,2752,"024015"
"11459",1996,3032,"053053"
"11460",1996,2030,"036039"
"11461",1996,2752,"024035"
"11462",1996,2030,"036103"
"11463",1996,2752,"024011"
"11464",1996,2752,"024021"
"11465",1996,2030,"036025"
"11466",1996,2030,"036061"
"11467",1996,3032,"053067"
"11468",1996,2752,"024041"
"11469",1996,2752,"024001"
"11470",1996,2030,"036119"
"11471",1996,1991,"010003"
"11472",1996,3032,"053045"
"11473",1996,2752,"024031"
"11474",1996,2030,"036085"
"11475",1996,363,"054017"
"11476",1996,363,"054023"
"11477",1996,363,"054013"
"11478",1996,363,"054049"
"11479",1996,363,"054027"
"11480",1996,363,"054033"
"11481",1996,363,"054037"
"11482",1996,363,"054025"
"11483",1996,363,"054015"
"11484",1996,363,"054035"
"11485",1996,363,"054029"
"11486",1996,363,"054051"
"11487",1996,363,"054039"
"11488",1996,363,"054059"
"11489",1996,363,"054019"
"11490",1996,363,"054011"
"11491",1996,363,"054021"
"11492",1996,363,"054009"
"11493",1996,363,"054087"
"11494",1996,363,"054067"
"11495",1996,2229,"042035"
"11496",1996,2229,"042009"
"11497",1996,363,"054043"
"11498",1996,2229,"042077"
"11499",1996,363,"054073"
"11500",1996,363,"054093"
"11501",1996,2229,"042015"
"11502",1996,363,"054057"
"11503",1996,363,"054107"
"11504",1996,2229,"042087"
"11505",1996,2229,"042063"
"11506",1996,363,"054063"
"11507",1996,363,"054097"
"11508",1996,2229,"042003"
"11509",1996,2229,"042071"
"11510",1996,2229,"042051"
"11511",1996,2229,"042043"
"11512",1996,363,"054047"
"11513",1996,363,"054103"
"11514",1996,2229,"042059"
"11515",1996,363,"054077"
"11516",1996,2229,"042021"
"11517",1996,2229,"042091"
"11518",1996,363,"054083"
"11519",1996,2229,"042029"
"11520",1996,363,"054055"
"11521",1996,363,"054045"
"11522",1996,363,"054105"
"11523",1996,363,"054095"
"11524",1996,2229,"042061"
"11525",1996,2229,"042045"
"11526",1996,363,"054089"
"11527",1996,363,"054079"
"11528",1996,2229,"042037"
"11529",1996,2229,"042025"
"11530",1996,363,"054031"
"11531",1996,2229,"042093"
"11532",1996,363,"054081"
"11533",1996,363,"054071"
"11534",1996,2229,"042027"
"11535",1996,2229,"042013"
"11536",1996,363,"054075"
"11537",1996,2229,"042081"
"11538",1996,2229,"042017"
"11539",1996,2229,"042089"
"11540",1996,363,"054085"
"11541",1996,363,"054109"
"11542",1996,2229,"042033"
"11543",1996,2229,"042067"
"11544",1996,363,"054069"
"11545",1996,363,"054053"
"11546",1996,2229,"042011"
"11547",1996,363,"054101"
"11548",1996,2229,"042079"
"11549",1996,2229,"042057"
"11550",1996,363,"054061"
"11551",1996,2229,"042001"
"11552",1996,2229,"042069"
"11553",1996,363,"054065"
"11554",1996,2229,"042005"
"11555",1996,2229,"042075"
"11556",1996,363,"054099"
"11557",1996,2229,"042055"
"11558",1996,363,"054041"
"11559",1996,363,"054091"
"11560",1996,2229,"042041"
"11561",1996,2229,"042119"
"11562",1996,2229,"042097"
"11563",1996,2229,"042113"
"11564",1996,2229,"042129"
"11565",1996,2229,"042101"
"11566",1996,2229,"042107"
"11567",1996,676,"051013"
"11568",1996,676,"05100"
"11569",1996,2229,"042109"
"11570",1996,2229,"042099"
"11571",1996,2229,"042127"
"11572",1996,2229,"042125"
"11573",1996,2229,"042111"
"11574",1996,676,"051003"
"11575",1996,676,"051001"
"11576",1996,2229,"042133"
"11577",1996,676,"05116"
"11578",1996,676,"051968"
"11579",1996,676,"051496"
"11580",1996,2229,"042103"
"11581",1996,676,"051017"
"11582",1996,676,"051344"
"11583",1996,676,"051007"
"11584",1996,676,"051031"
"11585",1996,676,"051448"
"11586",1996,2229,"042095"
"11587",1996,676,"051065"
"11588",1996,676,"051208"
"11589",1996,2229,"042115"
"11590",1996,676,"051021"
"11591",1996,676,"051047"
"11592",1996,676,"051808"
"11593",1996,676,"051000"
"11594",1996,676,"051091"
"11595",1996,676,"051027"
"11596",1996,676,"051035"
"11597",1996,676,"051200"
"11598",1996,676,"051067"
"11599",1996,676,"051099"
"11600",1996,676,"051009"
"11601",1996,676,"051000"
"11602",1996,676,"051728"
"11603",1996,676,"051071"
"11604",1996,676,"051081"
"11605",1996,676,"051093"
"11606",1996,676,"051043"
"11607",1996,676,"051079"
"11608",1996,676,"051075"
"11609",1996,676,"051029"
"11610",1996,676,"051019"
"11611",1996,676,"051061"
"11612",1996,676,"051053"
"11613",1996,676,"051101"
"11614",1996,676,"051089"
"11615",1996,676,"051041"
"11616",1996,676,"051033"
"11617",1996,676,"051600"
"11618",1996,676,"051624"
"11619",1996,676,"051036"
"11620",1996,676,"051069"
"11621",1996,676,"051011"
"11622",1996,676,"051045"
"11623",1996,676,"051083"
"11624",1996,676,"051025"
"11625",1996,676,"051059"
"11626",1996,676,"051095"
"11627",1996,676,"051073"
"11628",1996,676,"05144"
"11629",1996,676,"051051"
"11630",1996,676,"051087"
"11631",1996,2229,"042131"
"11632",1996,676,"051032"
"11633",1996,676,"051037"
"11634",1996,676,"051063"
"11635",1996,676,"051744"
"11636",1996,676,"051097"
"11637",1996,676,"051005"
"11638",1996,676,"051440"
"11639",1996,676,"051077"
"11640",1996,676,"051023"
"11641",1996,676,"051015"
"11642",1996,676,"051057"
"11643",1996,676,"051049"
"11644",1996,676,"051424"
"11645",1996,676,"051085"
"11646",1996,676,"051103"
"11647",1996,676,"051111"
"11648",1996,676,"051512"
"11649",1996,676,"051117"
"11650",1996,676,"051113"
"11651",1996,676,"051784"
"11652",1996,676,"051119"
"11653",1996,676,"051952"
"11654",1996,676,"051000"
"11655",1996,676,"051000"
"11656",1996,676,"051137"
"11657",1996,676,"051107"
"11658",1996,676,"051968"
"11659",1996,676,"051121"
"11660",1996,676,"051109"
"11661",1996,676,"051125"
"11662",1996,676,"051145"
"11663",1996,676,"051161"
"11664",1996,676,"051183"
"11665",1996,676,"051672"
"11666",1996,676,"051392"
"11667",1996,676,"051105"
"11668",1996,676,"051133"
"11669",1996,676,"051141"
"11670",1996,676,"051169"
"11671",1996,676,"051177"
"11672",1996,676,"051680"
"11673",1996,2075,"037009"
"11674",1996,676,"051115"
"11675",1996,676,"051688"
"11676",1996,676,"051157"
"11677",1996,676,"051171"
"11678",1996,676,"051193"
"11679",1996,2075,"037011"
"11680",1996,676,"051135"
"11681",1996,676,"051149"
"11682",1996,676,"051173"
"11683",1996,676,"051000"
"11684",1996,2075,"037015"
"11685",1996,2075,"037041"
"11686",1996,676,"051159"
"11687",1996,676,"051712"
"11688",1996,676,"051720"
"11689",1996,676,"051131"
"11690",1996,2075,"037021"
"11691",1996,676,"051000"
"11692",1996,676,"051000"
"11693",1996,2075,"037005"
"11694",1996,676,"051181"
"11695",1996,2075,"037037"
"11696",1996,2075,"037035"
"11697",1996,676,"051147"
"11698",1996,2075,"037025"
"11699",1996,676,"051185"
"11700",1996,676,"051832"
"11701",1996,2075,"037039"
"11702",1996,676,"051179"
"11703",1996,676,"051165"
"11704",1996,2075,"037001"
"11705",1996,676,"051197"
"11706",1996,676,"051153"
"11707",1996,676,"051127"
"11708",1996,676,"051187"
"11709",1996,676,"051163"
"11710",1996,2075,"037045"
"11711",1996,676,"051199"
"11712",1996,676,"051000"
"11713",1996,676,"051143"
"11714",1996,676,"051195"
"11715",1996,676,"051216"
"11716",1996,2075,"037029"
"11717",1996,676,"051167"
"11718",1996,2075,"037003"
"11719",1996,676,"051139"
"11720",1996,676,"051175"
"11721",1996,2075,"037023"
"11722",1996,2075,"037027"
"11723",1996,676,"051000"
"11724",1996,676,"051160"
"11725",1996,676,"051768"
"11726",1996,676,"051432"
"11727",1996,2075,"037033"
"11728",1996,676,"051155"
"11729",1996,676,"051191"
"11730",1996,2075,"037057"
"11731",1996,2075,"037071"
"11732",1996,2075,"037069"
"11733",1996,2075,"037083"
"11734",1996,2075,"037065"
"11735",1996,2075,"037059"
"11736",1996,2075,"037081"
"11737",1996,2075,"037085"
"11738",1996,2075,"037091"
"11739",1996,2075,"037111"
"11740",1996,2075,"037075"
"11741",1996,2075,"037097"
"11742",1996,2075,"037067"
"11743",1996,2075,"037157"
"11744",1996,2075,"037113"
"11745",1996,2277,"034007"
"11746",1996,2075,"037171"
"11747",1996,2075,"021005"
"11748",1996,2277,"034017"
"11749",1996,2075,"021015"
"11750",1996,2075,"037063"
"11751",1996,2075,"037087"
"11752",1996,2075,"037073"
"11753",1996,2075,"037077"
"11754",1996,2075,"037101"
"11755",1996,2075,"037123"
"11756",1996,2075,"037089"
"11757",1996,2075,"037183"
"11758",1996,2075,"037139"
"11759",1996,2277,"034027"
"11760",1996,2075,"037197"
"11761",1996,2075,"021025"
"11762",1996,2277,"034037"
"11763",1996,2075,"037119"
"11764",1996,2075,"037131"
"11765",1996,2075,"037179"
"11766",1996,2075,"037193"
"11767",1996,2277,"034033"
"11768",1996,2277,"034023"
"11769",1996,2075,"021031"
"11770",1996,2075,"021021"
"11771",1996,2075,"037145"
"11772",1996,2075,"037125"
"11773",1996,2075,"037199"
"11774",1996,2075,"037185"
"11775",1996,2277,"034039"
"11776",1996,2277,"034029"
"11777",1996,2075,"037127"
"11778",1996,2075,"021027"
"11779",1996,2075,"037189"
"11780",1996,2075,"037175"
"11781",1996,2277,"034031"
"11782",1996,2277,"034021"
"11783",1996,2075,"021029"
"11784",1996,2075,"021019"
"11785",1996,2075,"037151"
"11786",1996,2075,"037135"
"11787",1996,2277,"034005"
"11788",1996,2075,"037195"
"11789",1996,2075,"021003"
"11790",1996,2277,"034035"
"11791",1996,2075,"037149"
"11792",1996,2075,"037105"
"11793",1996,2277,"034003"
"11794",1996,2075,"021001"
"11795",1996,2075,"037167"
"11796",1996,2075,"037099"
"11797",1996,2277,"034013"
"11798",1996,2075,"037159"
"11799",1996,2075,"021011"
"11800",1996,2277,"034009"
"11801",1996,2075,"037115"
"11802",1996,2075,"021007"
"11803",1996,2075,"037173"
"11804",1996,2075,"037147"
"11805",1996,2277,"034019"
"11806",1996,2277,"034001"
"11807",1996,2075,"021017"
"11808",1996,2277,"034041"
"11809",1996,2075,"037161"
"11810",1996,2075,"037109"
"11811",1996,2277,"034011"
"11812",1996,2075,"037169"
"11813",1996,2075,"021009"
"11814",1996,2277,"034015"
"11815",1996,2075,"037121"
"11816",1996,2075,"021013"
"11817",1996,2075,"037181"
"11818",1996,2277,"034025"
"11819",1996,2075,"021023"
"11820",1996,2075,"021037"
"11821",1996,2075,"021035"
"11822",1996,2075,"021045"
"11823",1996,2075,"021075"
"11824",1996,2075,"021057"
"11825",1996,2075,"021065"
"11826",1996,2075,"021055"
"11827",1996,2075,"021077"
"11828",1996,2075,"021067"
"11829",1996,2075,"021047"
"11830",1996,2075,"021051"
"11831",1996,2075,"021071"
"11832",1996,2075,"021053"
"11833",1996,2075,"021073"
"11834",1996,2075,"021039"
"11835",1996,2075,"021061"
"11836",1996,2075,"021033"
"11837",1996,2075,"021063"
"11838",1996,2075,"021041"
"11839",1996,2075,"021043"
"11840",1996,2075,"021105"
"11841",1996,2075,"021125"
"11842",1996,2075,"021161"
"11843",1996,2075,"021175"
"11844",1996,2075,"021049"
"11845",1996,2075,"021205"
"11846",1996,2075,"021085"
"11847",1996,2075,"021135"
"11848",1996,2075,"021185"
"11849",1996,2075,"021059"
"11850",1996,2075,"021115"
"11851",1996,2075,"021095"
"11852",1996,2075,"021165"
"11853",1996,2075,"021151"
"11854",1996,2075,"021215"
"11855",1996,2075,"021195"
"11856",1996,2075,"021069"
"11857",1996,2075,"021079"
