"","fyDeclared","length","region"
"12859",1997,2921,"036015"
"12863",1997,2206,"034039"
"12866",1997,2921,"036033"
"12867",1997,2675,"036059"
"12870",1997,2206,"034035"
"12872",1997,2206,"034017"
"12879",1997,5937,"015003"
"12882",1997,2675,"036119"
"12886",1997,2206,"034023"
"12889",1997,2921,"036031"
"12892",1997,2675,"036061"
"12897",1997,2921,"036019"
"12899",1997,2206,"034027"
"12902",1997,2675,"036103"
"12903",1997,2921,"036025"
"12908",1997,2921,"036101"
"12909",1997,1715,"027081"
"12910",1997,1715,"027133"
"12911",1997,1870,"042117"
"12912",1997,2921,"036097"
"12913",1997,1645,"041039"
"12914",1997,2921,"036049"
"12915",1997,2921,"036035"
"12916",1997,2921,"036057"
"12917",1997,2921,"036095"
"12918",1997,1715,"027063"
"12919",1997,2033,"053063"
"12920",1997,1715,"027101"
"12921",1997,1645,"041011"
"12922",1997,1715,"027043"
"12923",1997,1645,"041019"
"12924",1997,1715,"027033"
"12925",1997,4793,"032021"
"12926",1997,2994,"016039"
"12927",1997,6022,"06009"
"12928",1997,6022,"06035"
"12929",1997,1715,"027117"
"12930",1997,4793,"032019"
"12931",1997,2994,"016057"
"12932",1997,6022,"06007"
"12933",1997,6022,"06045"
"12934",1997,2921,"036109"
"12935",1997,1715,"027083"
"12936",1997,2994,"016015"
"12937",1997,6022,"06019"
"12938",1997,2994,"016069"
"12939",1997,2033,"053051"
"12940",1997,6022,"06047"
"12941",1997,2994,"016085"
"12942",1997,2994,"016009"
"12943",1997,6022,"06055"
"12944",1997,6022,"06017"
"12945",1997,1715,"027161"
"12946",1997,2994,"016087"
"12947",1997,6022,"06057"
"12948",1997,2994,"016035"
"12949",1997,6022,"06033"
"12950",1997,2994,"016045"
"12951",1997,4793,"03200"
"12952",1997,6022,"06039"
"12953",1997,6022,"06001"
"12954",1997,2033,"053039"
"12955",1997,6022,"06061"
"12956",1997,2994,"016079"
"12957",1997,2994,"016003"
"12958",1997,6022,"06053"
"12959",1997,6022,"06015"
"12960",1997,2994,"016049"
"12961",1997,4793,"032001"
"12962",1997,6022,"06041"
"12963",1997,6022,"06003"
"12964",1997,2994,"016073"
"12965",1997,6022,"06049"
"12966",1997,4793,"032029"
"12967",1997,4793,"032005"
"12968",1997,6022,"06011"
"12969",1997,6022,"06005"
"12970",1997,1715,"027047"
"12971",1997,1715,"027173"
"12972",1997,2994,"016025"
"12973",1997,2994,"016075"
"12974",1997,6022,"06051"
"12975",1997,6022,"06031"
"12976",1997,4793,"032031"
"12977",1997,6022,"06013"
"12978",1997,2994,"016017"
"12979",1997,6022,"06021"
"12980",1997,1715,"027105"
"12981",1997,2994,"016055"
"12982",1997,6022,"06043"
"12983",1997,2994,"016021"
"12984",1997,6022,"06023"
"12985",1997,6022,"06077"
"12986",1997,6022,"06099"
"12987",1997,6022,"06069"
"12988",1997,6022,"06085"
"12989",1997,6022,"06089"
"12990",1997,6022,"06095"
"12991",1997,6022,"06075"
"12992",1997,6022,"06105"
"12993",1997,6022,"06081"
"12994",1997,6022,"06067"
"12995",1997,6022,"06097"
"12996",1997,6022,"06087"
"12997",1997,6022,"06103"
"12998",1997,6022,"06093"
"12999",1997,6022,"06107"
"13000",1997,6022,"06115"
"13001",1997,6022,"06079"
"13002",1997,6022,"06091"
"13003",1997,1712,"046017"
"13004",1997,1712,"046027"
"13005",1997,1712,"046067"
"13006",1997,1712,"046077"
"13007",1997,1712,"046003"
"13008",1997,1712,"046013"
"13009",1997,1712,"046053"
"13010",1997,1712,"046063"
"13011",1997,1712,"046113"
"13012",1997,6022,"06101"
"13013",1997,6022,"06063"
"13014",1997,1712,"046037"
"13015",1997,1712,"046007"
"13016",1997,1712,"046057"
"13017",1997,1712,"046091"
"13018",1997,1712,"046105"
"13019",1997,1712,"046023"
"13020",1997,1712,"046043"
"13021",1997,1712,"046073"
"13022",1997,1712,"046093"
"13023",1997,6022,"06109"
"13024",1997,1712,"046047"
"13025",1997,1712,"046097"
"13026",1997,1712,"046033"
"13027",1997,1712,"046083"
"13028",1997,1712,"046009"
"13029",1997,6022,"06113"
"13030",1997,1712,"046059"
"13031",1997,1712,"046049"
"13032",1997,1712,"046005"
"13033",1997,1712,"046099"
"13034",1997,1712,"046055"
"13035",1997,1712,"046045"
"13036",1997,1712,"046103"
"13037",1997,1712,"046095"
"13038",1997,1712,"046051"
"13039",1997,1712,"046041"
"13040",1997,1712,"046101"
"13041",1997,1712,"046089"
"13042",1997,1712,"046029"
"13043",1997,1712,"046019"
"13044",1997,1712,"046079"
"13045",1997,1712,"046025"
"13046",1997,1712,"046039"
"13047",1997,1712,"046075"
"13048",1997,1712,"046087"
"13049",1997,1712,"046021"
"13050",1997,1712,"046035"
"13051",1997,1712,"046071"
"13052",1997,1712,"046069"
"13053",1997,1712,"046015"
"13054",1997,1712,"046065"
"13055",1997,1712,"046011"
"13056",1997,1712,"046061"
"13057",1997,1712,"046085"
"13058",1997,1712,"046031"
"13059",1997,1712,"046081"
"13060",1997,1712,"046107"
"13061",1997,739,"038003"
"13062",1997,1712,"046117"
"13063",1997,1712,"046127"
"13064",1997,1712,"046129"
"13065",1997,739,"038011"
"13066",1997,1712,"046119"
"13067",1997,739,"038001"
"13068",1997,739,"038021"
"13069",1997,1712,"046115"
"13070",1997,1712,"046111"
"13071",1997,1712,"046123"
"13072",1997,739,"038009"
"13073",1997,1712,"046137"
"13074",1997,1712,"046125"
"13075",1997,1712,"046135"
"13076",1997,739,"038041"
"13077",1997,739,"038031"
"13078",1997,739,"038091"
"13079",1997,739,"038081"
"13080",1997,739,"038029"
"13081",1997,739,"038019"
